user_id,cashback_perdido_mes,top_categoria_perdida,monto_top_categoria
USR-03521,39.62,educacion,39.62
USR-03524,144.98,restaurante,144.98
USR-03528,0.0,ninguna,0.0
USR-03529,0.0,ninguna,0.0
USR-03531,48.75,ropa_accesorios,29.87
USR-03533,0.0,ninguna,0.0
USR-03534,26.87,restaurante,17.89
USR-03535,0.0,ninguna,0.0
USR-03537,8.15,supermercado,8.15
USR-03538,61.29,gobierno,61.29
USR-03541,14.22,restaurante,14.22
USR-03542,5.7,entretenimiento,5.7
USR-03544,0.0,ninguna,0.0
USR-03546,21.71,entretenimiento,21.71
USR-03547,0.61,restaurante,0.61
USR-03553,26.46,transporte,13.61
USR-03554,0.0,ninguna,0.0
USR-03555,9.64,transporte,9.64
USR-03556,4.26,supermercado,4.26
USR-03557,0.53,gobierno,0.53
USR-03559,0.0,ninguna,0.0
USR-03561,0.0,ninguna,0.0
USR-03563,0.0,ninguna,0.0
USR-03568,0.0,ninguna,0.0
USR-03569,10.55,gobierno,6.27
USR-03571,0.0,ninguna,0.0
USR-03572,23.12,supermercado,23.12
USR-03573,149.82,transporte,149.82
USR-03574,0.0,ninguna,0.0
USR-03576,25.74,salud,25.74
USR-03577,0.0,ninguna,0.0
USR-03583,0.0,ninguna,0.0
USR-03588,16.65,salud,16.65
USR-03590,0.0,ninguna,0.0
USR-03595,57.42,transporte,33.15
USR-03602,159.71,viajes,131.53
USR-03603,0.0,ninguna,0.0
USR-03604,6.44,restaurante,6.19
USR-03605,31.94,restaurante,26.82
USR-03612,17.95,salud,17.95
USR-03614,16.22,supermercado,8.2
USR-03615,0.0,ninguna,0.0
USR-03618,0.0,ninguna,0.0
USR-03625,0.0,ninguna,0.0
USR-03627,89.94,restaurante,88.18
USR-03628,0.0,ninguna,0.0
USR-03629,0.0,ninguna,0.0
USR-03632,16.11,supermercado,9.37
USR-03633,0.0,ninguna,0.0
USR-03634,131.5,hogar,131.5
USR-03635,11.15,supermercado,11.15
USR-03636,9.94,restaurante,9.94
USR-03638,31.16,retiro_cajero,18.69
USR-03639,229.58,gobierno,144.43
USR-03640,0.0,ninguna,0.0
USR-03641,171.01,viajes,93.5
USR-03642,13.39,supermercado,13.39
USR-03644,4.31,entretenimiento,2.75
USR-03646,0.0,ninguna,0.0
USR-03647,7.12,transporte,5.75
USR-03649,349.27,hogar,146.52
USR-03653,0.0,ninguna,0.0
USR-03655,8.45,restaurante,8.45
USR-03658,0.0,ninguna,0.0
USR-03659,36.69,educacion,21.13
USR-03661,11.88,transporte,6.27
USR-03662,179.41,servicios_digitales,122.27
USR-03663,0.0,ninguna,0.0
USR-03665,24.22,salud,15.45
USR-03666,31.33,transporte,31.33
USR-03667,0.0,ninguna,0.0
USR-03669,187.72,servicios_digitales,123.44
USR-03670,6.34,entretenimiento,6.34
USR-03674,11.16,servicios_digitales,7.56
USR-03675,72.1,supermercado,32.8
USR-03679,12.98,supermercado,12.98
USR-03680,0.0,ninguna,0.0
USR-03683,90.85,tecnologia,58.25
USR-03684,14.32,transporte,14.32
USR-03686,0.0,ninguna,0.0
USR-03687,0.0,ninguna,0.0
USR-03692,0.0,ninguna,0.0
USR-03695,19.69,ropa_accesorios,14.32
USR-03696,0.0,ninguna,0.0
USR-03697,0.0,ninguna,0.0
USR-03698,0.0,ninguna,0.0
USR-03703,1.03,tecnologia,0.74
USR-03704,0.0,ninguna,0.0
USR-03707,36.73,restaurante,21.17
USR-03708,74.11,ropa_accesorios,38.54
USR-03711,0.0,ninguna,0.0
USR-03712,3.14,restaurante,3.14
USR-03713,405.92,hogar,248.33
USR-03720,1.16,ropa_accesorios,1.16
USR-03721,0.0,ninguna,0.0
USR-03722,39.92,ropa_accesorios,20.97
USR-03724,0.0,ninguna,0.0
USR-03726,0.0,ninguna,0.0
USR-03728,19.46,salud,19.46
USR-03729,10.14,supermercado,10.14
USR-03730,13.33,transporte,13.33
USR-03731,60.01,transporte,60.01
USR-03732,24.42,ropa_accesorios,14.47
USR-03734,91.96,transporte,79.7
USR-03735,0.0,ninguna,0.0
USR-03736,17.18,supermercado,14.53
USR-03737,0.0,ninguna,0.0
USR-03738,0.0,ninguna,0.0
USR-03742,21.65,restaurante,12.35
USR-03743,3.97,supermercado,3.97
USR-03746,0.0,ninguna,0.0
USR-03747,27.82,restaurante,19.64
USR-03748,1.95,restaurante,1.95
USR-03750,0.0,ninguna,0.0
USR-03751,12.17,supermercado,12.17
USR-03754,8.92,supermercado,8.92
USR-03758,0.0,ninguna,0.0
USR-03761,33.43,supermercado,33.43
USR-03764,12.33,entretenimiento,12.33
USR-03766,9.84,supermercado,9.84
USR-03767,10.77,restaurante,4.39
USR-03769,0.0,ninguna,0.0
USR-03770,0.0,ninguna,0.0
USR-03772,0.0,ninguna,0.0
USR-03776,19.48,ropa_accesorios,12.32
USR-03779,9.11,supermercado,9.11
USR-03781,0.0,ninguna,0.0
USR-03783,0.0,ninguna,0.0
USR-03784,13.23,entretenimiento,13.23
USR-03788,16.34,salud,13.8
USR-03789,9.12,restaurante,9.12
USR-03790,19.95,restaurante,10.55
USR-03792,10.71,educacion,10.71
USR-03794,0.81,restaurante,0.81
USR-03795,0.0,ninguna,0.0
USR-03796,0.0,ninguna,0.0
USR-03797,27.21,supermercado,16.08
USR-03798,6.92,entretenimiento,6.92
USR-03800,21.48,salud,21.48
USR-03802,0.0,ninguna,0.0
USR-03803,8.35,restaurante,6.11
USR-03808,23.01,restaurante,23.01
USR-03810,0.0,ninguna,0.0
USR-03814,12.66,transporte,8.78
USR-03815,0.0,ninguna,0.0
USR-03816,0.0,ninguna,0.0
USR-03818,0.0,ninguna,0.0
USR-03822,11.9,entretenimiento,6.22
USR-03824,83.96,entretenimiento,70.39
USR-03825,0.0,ninguna,0.0
USR-03826,0.0,ninguna,0.0
USR-03827,15.02,entretenimiento,7.06
USR-03828,149.36,gobierno,95.81
USR-03829,0.0,ninguna,0.0
USR-03831,11.51,restaurante,11.51
USR-03835,8.25,gobierno,8.25
USR-03837,14.31,salud,14.31
USR-03839,14.67,supermercado,14.67
USR-03841,9.91,supermercado,9.91
USR-03844,13.38,retiro_cajero,13.38
USR-03845,3.49,salud,3.49
USR-03847,0.0,ninguna,0.0
USR-03848,0.0,ninguna,0.0
USR-03851,27.69,supermercado,12.84
USR-03852,3.83,educacion,2.04
USR-03853,0.0,ninguna,0.0
USR-03855,18.75,restaurante,18.75
USR-03858,0.0,ninguna,0.0
USR-03859,17.28,entretenimiento,15.35
USR-03862,70.93,salud,40.69
USR-03866,0.0,ninguna,0.0
USR-03868,129.65,supermercado,129.65
USR-03870,0.0,ninguna,0.0
USR-03871,0.0,ninguna,0.0
USR-03878,34.3,restaurante,14.85
USR-03879,19.91,supermercado,19.91
USR-03880,0.0,ninguna,0.0
USR-03881,0.0,ninguna,0.0
USR-03882,1.35,servicios_digitales,1.35
USR-03886,9.24,restaurante,9.24
USR-03888,18.86,educacion,16.26
USR-03895,0.0,ninguna,0.0
USR-03896,0.0,ninguna,0.0
USR-03898,0.0,ninguna,0.0
USR-03899,24.81,restaurante,20.44
USR-03901,3.98,hogar,3.98
USR-03905,80.07,supermercado,40.97
USR-03908,28.48,restaurante,16.3
USR-03909,0.0,ninguna,0.0
USR-03914,17.33,supermercado,17.33
USR-03917,46.98,salud,31.79
USR-03921,21.84,supermercado,21.84
USR-03922,13.09,retiro_cajero,10.39
USR-03924,5.02,restaurante,5.02
USR-03925,0.0,ninguna,0.0
USR-03926,8.38,retiro_cajero,8.38
USR-03929,15.38,supermercado,15.38
USR-03930,0.0,ninguna,0.0
USR-03931,22.63,supermercado,14.95
USR-03932,11.02,restaurante,11.02
USR-03934,3.53,transporte,3.53
USR-03935,25.34,supermercado,17.93
USR-03936,0.0,ninguna,0.0
USR-03938,10.78,ropa_accesorios,10.78
USR-03940,0.0,ninguna,0.0
USR-03942,0.0,ninguna,0.0
USR-03944,156.82,viajes,135.36
USR-03946,20.4,supermercado,20.4
USR-03951,0.0,ninguna,0.0
USR-03954,0.0,ninguna,0.0
USR-03957,0.0,ninguna,0.0
USR-03959,27.97,supermercado,15.29
USR-03962,3.12,transporte,3.12
USR-03964,0.0,ninguna,0.0
USR-03970,14.13,tecnologia,14.13
USR-03972,0.0,ninguna,0.0
USR-03973,0.0,ninguna,0.0
USR-03978,0.0,ninguna,0.0
USR-03979,12.48,ropa_accesorios,12.48
USR-03983,12.89,restaurante,12.89
USR-03984,9.8,restaurante,9.8
USR-03987,0.0,ninguna,0.0
USR-03988,0.0,ninguna,0.0
USR-03989,0.0,ninguna,0.0
USR-03990,14.12,restaurante,7.4
USR-03998,0.0,ninguna,0.0
USR-04000,49.58,restaurante,43.57
USR-04001,9.46,supermercado,7.72
USR-04004,14.37,hogar,14.37
USR-04005,40.42,supermercado,40.42
USR-04008,0.0,ninguna,0.0
USR-04009,224.58,hogar,131.63
USR-04010,0.0,ninguna,0.0
USR-04015,139.0,hogar,139.0
USR-04016,170.26,hogar,120.86
USR-04017,0.0,ninguna,0.0
USR-04018,12.28,restaurante,9.51
USR-04019,14.75,supermercado,14.75
USR-04021,13.15,ropa_accesorios,13.15
USR-04023,21.73,entretenimiento,15.53
USR-04026,16.61,ropa_accesorios,16.61
USR-04027,1.1,entretenimiento,1.1
USR-04029,0.0,ninguna,0.0
USR-04032,0.0,ninguna,0.0
USR-04035,5.64,supermercado,5.64
USR-04036,0.0,ninguna,0.0
USR-04037,0.0,ninguna,0.0
USR-04038,6.39,salud,6.39
USR-04040,8.9,supermercado,8.9
USR-04043,14.43,supermercado,14.43
USR-04044,11.79,gobierno,11.79
USR-04045,0.0,ninguna,0.0
USR-04046,0.0,ninguna,0.0
USR-04047,0.0,ninguna,0.0
USR-04048,0.0,ninguna,0.0
USR-04050,81.89,restaurante,81.89
USR-04051,9.88,restaurante,9.88
USR-04052,0.63,transporte,0.63
USR-04056,140.16,supermercado,79.19
USR-04057,35.36,ropa_accesorios,17.98
USR-04060,118.7,gobierno,118.7
USR-04061,24.74,entretenimiento,15.43
USR-04062,11.47,supermercado,11.47
USR-04063,22.15,servicios_digitales,7.46
USR-04064,0.0,ninguna,0.0
USR-04065,1.98,retiro_cajero,1.68
USR-04066,0.0,ninguna,0.0
USR-04068,14.2,supermercado,14.2
USR-04070,11.44,supermercado,7.7
USR-04071,16.75,supermercado,16.75
USR-04072,0.0,ninguna,0.0
USR-04077,1.15,restaurante,1.15
USR-04078,0.0,ninguna,0.0
USR-04080,8.39,salud,8.39
USR-04081,0.0,ninguna,0.0
USR-04083,0.0,ninguna,0.0
USR-04084,0.0,ninguna,0.0
USR-04085,0.0,ninguna,0.0
USR-04087,6.55,ropa_accesorios,6.55
USR-04089,12.43,restaurante,12.43
USR-04092,0.0,ninguna,0.0
USR-04094,22.06,entretenimiento,8.48
USR-04096,0.0,ninguna,0.0
USR-04097,12.53,restaurante,9.6
USR-04099,0.0,ninguna,0.0
USR-04103,0.0,ninguna,0.0
USR-04104,11.96,ropa_accesorios,11.96
USR-04107,7.6,ropa_accesorios,7.6
USR-04108,0.0,ninguna,0.0
USR-04110,0.0,ninguna,0.0
USR-04111,0.0,ninguna,0.0
USR-04112,0.0,ninguna,0.0
USR-04113,0.0,ninguna,0.0
USR-04115,17.38,supermercado,14.24
USR-04116,0.0,ninguna,0.0
USR-04117,0.0,ninguna,0.0
USR-04119,0.0,ninguna,0.0
USR-04120,0.0,ninguna,0.0
USR-04121,127.47,transporte,80.58
USR-04122,1.15,supermercado,1.15
USR-04124,0.0,ninguna,0.0
USR-04125,28.28,entretenimiento,16.53
USR-04126,0.0,ninguna,0.0
USR-04127,11.03,restaurante,8.72
USR-04131,14.01,ropa_accesorios,14.01
USR-04132,0.0,ninguna,0.0
USR-04133,41.19,supermercado,28.19
USR-04134,0.0,ninguna,0.0
USR-04139,1.96,gobierno,1.96
USR-04141,0.0,ninguna,0.0
USR-04142,0.0,ninguna,0.0
USR-04143,204.85,tecnologia,180.93
USR-04144,0.0,ninguna,0.0
USR-04145,5.91,salud,5.91
USR-04146,35.67,restaurante,22.66
USR-04147,0.0,ninguna,0.0
USR-04149,9.53,restaurante,9.53
USR-04150,0.0,ninguna,0.0
USR-04154,0.0,ninguna,0.0
USR-04155,0.0,ninguna,0.0
USR-04156,17.56,supermercado,17.56
USR-04157,97.94,transporte,97.94
USR-04158,0.0,ninguna,0.0
USR-04159,22.51,restaurante,9.61
USR-04162,0.0,ninguna,0.0
USR-04164,12.26,salud,12.26
USR-04165,0.0,ninguna,0.0
USR-04170,0.91,supermercado,0.91
USR-04171,10.82,ropa_accesorios,10.82
USR-04173,0.0,ninguna,0.0
USR-04178,15.1,educacion,15.1
USR-04179,0.0,ninguna,0.0
USR-04180,0.0,ninguna,0.0
USR-04183,18.9,supermercado,18.9
USR-04185,0.0,ninguna,0.0
USR-04188,0.0,ninguna,0.0
USR-04189,50.29,ropa_accesorios,29.75
USR-04192,0.0,ninguna,0.0
USR-04196,61.94,viajes,32.11
USR-04198,15.37,restaurante,13.05
USR-04199,8.76,restaurante,8.33
USR-04200,4.21,ropa_accesorios,3.74
USR-04201,0.0,ninguna,0.0
USR-04202,6.04,transporte,6.04
USR-04204,12.23,supermercado,12.23
USR-04206,0.0,ninguna,0.0
USR-04207,144.35,viajes,144.35
USR-04208,0.0,ninguna,0.0
USR-04209,0.0,ninguna,0.0
USR-04210,36.78,transporte,36.78
USR-04211,0.0,ninguna,0.0
USR-04213,16.41,supermercado,16.41
USR-04215,0.0,ninguna,0.0
USR-04216,11.54,restaurante,11.54
USR-04217,12.34,hogar,12.34
USR-04218,61.28,supermercado,61.28
USR-04220,1.23,restaurante,1.23
USR-04221,6.08,restaurante,6.08
USR-04225,0.0,ninguna,0.0
USR-04226,15.48,ropa_accesorios,13.46
USR-04227,80.97,transporte,56.46
USR-04228,0.0,ninguna,0.0
USR-04229,0.0,ninguna,0.0
USR-04231,18.14,restaurante,18.14
USR-04233,0.0,ninguna,0.0
USR-04236,0.0,ninguna,0.0
USR-04238,26.86,educacion,26.86
USR-04244,6.92,educacion,6.92
USR-04247,9.89,gobierno,9.89
USR-04249,0.0,ninguna,0.0
USR-04254,56.38,restaurante,30.35
USR-04256,35.12,salud,18.21
USR-04257,6.59,transporte,6.59
USR-04258,0.0,ninguna,0.0
USR-04260,14.95,restaurante,9.51
USR-04262,29.41,transporte,25.85
USR-04265,0.0,ninguna,0.0
USR-04268,22.28,viajes,22.28
USR-04270,35.47,supermercado,16.45
USR-04274,8.61,transporte,5.58
USR-04275,0.0,ninguna,0.0
USR-04278,1.06,ropa_accesorios,1.06
USR-04280,7.15,retiro_cajero,7.15
USR-04281,0.0,ninguna,0.0
USR-04282,16.89,servicios_digitales,11.31
USR-04285,0.0,ninguna,0.0
USR-04286,0.0,ninguna,0.0
USR-04289,0.0,ninguna,0.0
USR-04290,0.0,ninguna,0.0
USR-04291,28.12,viajes,28.12
USR-04292,0.22,restaurante,0.22
USR-04299,19.45,gobierno,11.96
USR-04300,0.0,ninguna,0.0
USR-04301,12.31,ropa_accesorios,9.41
USR-04303,8.93,supermercado,8.93
USR-04305,144.81,tecnologia,144.81
USR-04306,22.74,restaurante,22.74
USR-04307,34.07,educacion,34.07
USR-04310,38.59,transporte,14.39
USR-04312,10.73,restaurante,10.73
USR-04314,22.76,supermercado,15.16
USR-04315,0.0,ninguna,0.0
USR-04316,4.74,supermercado,4.74
USR-04317,0.0,ninguna,0.0
USR-04318,0.0,ninguna,0.0
USR-04319,0.0,ninguna,0.0
USR-04320,7.62,supermercado,7.62
USR-04321,0.0,ninguna,0.0
USR-04322,6.08,gobierno,6.08
USR-04323,7.07,retiro_cajero,3.92
USR-04327,32.24,restaurante,17.28
USR-04331,0.0,ninguna,0.0
USR-04333,0.0,ninguna,0.0
USR-04334,0.0,ninguna,0.0
USR-04335,20.91,servicios_digitales,7.26
USR-04336,0.0,ninguna,0.0
USR-04337,30.52,restaurante,30.52
USR-04338,0.0,ninguna,0.0
USR-04340,0.0,ninguna,0.0
USR-04341,7.57,supermercado,7.57
USR-04343,12.69,restaurante,12.69
USR-04344,18.74,gobierno,18.74
USR-04350,3.53,entretenimiento,3.53
USR-04351,1.57,ropa_accesorios,1.57
USR-04352,25.76,ropa_accesorios,14.12
USR-04353,26.93,salud,16.74
USR-04354,0.0,ninguna,0.0
USR-04357,80.79,restaurante,80.79
USR-04361,9.67,restaurante,9.67
USR-04362,26.22,supermercado,26.22
USR-04366,14.01,transporte,7.06
USR-04368,0.0,ninguna,0.0
USR-04370,30.0,viajes,30.0
USR-04372,0.49,restaurante,0.49
USR-04374,16.47,ropa_accesorios,14.5
USR-04376,10.73,salud,10.73
USR-04377,9.28,ropa_accesorios,9.28
USR-04380,9.02,supermercado,7.98
USR-04381,2.64,gobierno,2.64
USR-04383,8.24,restaurante,8.24
USR-04385,0.0,ninguna,0.0
USR-04387,0.0,ninguna,0.0
USR-04389,8.32,ropa_accesorios,8.32
USR-04390,13.21,salud,7.22
USR-04391,0.0,ninguna,0.0
USR-04392,0.0,ninguna,0.0
USR-04398,0.0,ninguna,0.0
USR-04399,0.0,ninguna,0.0
USR-04400,0.0,ninguna,0.0
USR-04401,0.0,ninguna,0.0
USR-04402,8.81,supermercado,8.81
USR-04403,0.0,ninguna,0.0
USR-04406,8.57,restaurante,8.57
USR-04407,0.0,ninguna,0.0
USR-04408,4.49,supermercado,2.94
USR-04410,11.77,restaurante,11.77
USR-04411,12.47,restaurante,8.71
USR-04412,17.67,restaurante,14.9
USR-04417,0.0,ninguna,0.0
USR-04419,6.49,gobierno,6.49
USR-04422,196.14,supermercado,196.14
USR-04423,0.0,ninguna,0.0
USR-04427,50.74,entretenimiento,37.67
USR-04428,34.23,gobierno,34.23
USR-04429,21.56,gobierno,13.33
USR-04430,0.0,ninguna,0.0
USR-04431,4.96,supermercado,4.96
USR-04432,0.0,ninguna,0.0
USR-04434,0.0,ninguna,0.0
USR-04437,56.58,transporte,56.58
USR-04439,7.99,supermercado,6.7
USR-04445,51.3,supermercado,37.61
USR-04455,3.47,entretenimiento,3.47
USR-04456,0.0,ninguna,0.0
USR-04458,8.39,supermercado,5.84
USR-04459,0.0,ninguna,0.0
USR-04460,97.13,hogar,97.13
USR-04461,0.0,ninguna,0.0
USR-04462,51.8,educacion,23.91
USR-04465,0.0,ninguna,0.0
USR-04466,43.42,entretenimiento,30.11
USR-04467,20.66,transporte,11.59
USR-04471,0.0,ninguna,0.0
USR-04474,0.0,ninguna,0.0
USR-04477,0.0,ninguna,0.0
USR-04479,230.47,supermercado,230.47
USR-04481,5.83,gobierno,4.72
USR-04482,12.43,restaurante,12.43
USR-04486,42.47,supermercado,42.47
USR-04487,23.87,restaurante,23.87
USR-04488,8.89,supermercado,8.89
USR-04492,0.0,ninguna,0.0
USR-04496,4.57,supermercado,4.57
USR-04498,0.0,ninguna,0.0
USR-04499,29.22,viajes,29.22
USR-04504,0.0,ninguna,0.0
USR-04505,0.0,ninguna,0.0
USR-04506,0.85,supermercado,0.85
USR-04507,56.59,supermercado,44.67
USR-04512,0.0,ninguna,0.0
USR-04513,18.87,salud,18.87
USR-04516,0.0,ninguna,0.0
USR-04517,0.0,ninguna,0.0
USR-04518,0.0,ninguna,0.0
USR-04520,8.93,educacion,6.86
USR-04521,0.0,ninguna,0.0
USR-04522,145.8,hogar,145.8
USR-04523,11.12,ropa_accesorios,11.12
USR-04524,18.69,supermercado,14.2
USR-04527,0.0,ninguna,0.0
USR-04529,0.0,ninguna,0.0
USR-04531,17.51,restaurante,7.67
USR-04532,33.46,supermercado,22.87
USR-04533,22.2,restaurante,13.9
USR-04537,0.0,ninguna,0.0
USR-04541,10.88,restaurante,5.5
USR-04543,0.0,ninguna,0.0
USR-04544,8.46,restaurante,8.46
USR-04546,0.0,ninguna,0.0
USR-04547,21.29,salud,11.4
USR-04548,16.17,retiro_cajero,10.75
USR-04549,9.48,restaurante,9.48
USR-04550,0.0,ninguna,0.0
USR-04552,0.0,ninguna,0.0
USR-04559,266.21,tecnologia,136.79
USR-04560,0.0,ninguna,0.0
USR-04561,22.05,supermercado,22.05
USR-04562,0.0,ninguna,0.0
USR-04563,22.3,transporte,13.75
USR-04564,0.0,ninguna,0.0
USR-04567,0.0,ninguna,0.0
USR-04571,28.53,salud,15.15
USR-04572,26.92,gobierno,18.8
USR-04573,291.89,restaurante,139.84
USR-04579,12.21,entretenimiento,12.21
USR-04582,10.27,supermercado,10.27
USR-04584,0.0,ninguna,0.0
USR-04585,0.0,ninguna,0.0
USR-04588,20.25,restaurante,10.18
USR-04589,0.0,ninguna,0.0
USR-04593,7.78,entretenimiento,7.78
USR-04594,25.51,ropa_accesorios,19.24
USR-04595,136.47,supermercado,136.47
USR-04596,5.23,transporte,5.23
USR-04597,0.0,ninguna,0.0
USR-04599,95.46,supermercado,95.46
USR-04600,0.0,ninguna,0.0
USR-04601,19.94,educacion,18.77
USR-04602,0.0,ninguna,0.0
USR-04605,9.29,ropa_accesorios,9.29
USR-04606,9.78,transporte,9.78
USR-04608,29.0,ropa_accesorios,13.86
USR-04610,0.0,ninguna,0.0
USR-04611,0.0,ninguna,0.0
USR-04613,0.0,ninguna,0.0
USR-04614,0.0,ninguna,0.0
USR-04615,0.0,ninguna,0.0
USR-04616,0.0,ninguna,0.0
USR-04619,0.0,ninguna,0.0
USR-04620,0.0,ninguna,0.0
USR-04624,47.09,gobierno,17.49
USR-04627,83.61,servicios_digitales,82.59
USR-04628,88.57,servicios_digitales,88.57
USR-04630,15.73,gobierno,15.73
USR-04631,21.3,transporte,11.72
USR-04634,12.17,tecnologia,6.1
USR-04636,8.24,transporte,8.24
USR-04638,13.6,supermercado,9.18
USR-04639,9.09,ropa_accesorios,6.04
USR-04641,165.13,supermercado,77.69
USR-04643,239.55,tecnologia,129.31
USR-04645,8.87,restaurante,6.75
USR-04646,13.41,restaurante,7.96
USR-04649,22.01,ropa_accesorios,11.26
USR-04651,5.5,supermercado,5.5
USR-04652,47.6,restaurante,24.21
USR-04653,0.0,ninguna,0.0
USR-04654,0.0,ninguna,0.0
USR-04658,0.0,ninguna,0.0
USR-04659,0.0,ninguna,0.0
USR-04661,0.0,ninguna,0.0
USR-04663,4.69,restaurante,4.69
USR-04664,8.83,ropa_accesorios,5.59
USR-04665,11.92,ropa_accesorios,7.19
USR-04666,0.0,ninguna,0.0
USR-04668,14.91,supermercado,14.91
USR-04671,0.0,ninguna,0.0
USR-04672,14.57,restaurante,10.35
USR-04673,18.96,transporte,18.96
USR-04674,2.63,restaurante,2.63
USR-04675,9.6,restaurante,4.81
USR-04677,0.0,ninguna,0.0
USR-04680,5.56,supermercado,5.56
USR-04682,0.0,ninguna,0.0
USR-04688,0.0,ninguna,0.0
USR-04693,175.68,transporte,127.87
USR-04694,25.96,restaurante,13.22
USR-04695,0.0,ninguna,0.0
USR-04696,236.62,tecnologia,122.94
USR-04698,0.0,ninguna,0.0
USR-04702,0.0,ninguna,0.0
USR-04705,148.88,servicios_digitales,148.88
USR-04706,19.26,supermercado,10.7
USR-04708,40.09,supermercado,19.77
USR-04709,0.0,ninguna,0.0
USR-04710,8.12,entretenimiento,4.19
USR-04711,13.39,retiro_cajero,13.39
USR-04716,0.0,ninguna,0.0
USR-04717,0.0,ninguna,0.0
USR-04718,34.72,ropa_accesorios,18.5
USR-04719,0.69,salud,0.69
USR-04720,20.06,supermercado,20.06
USR-04722,11.32,supermercado,5.23
USR-04724,0.0,ninguna,0.0
USR-04726,2.73,transporte,2.73
USR-04727,0.0,ninguna,0.0
USR-04729,13.6,retiro_cajero,13.6
USR-04731,31.13,restaurante,31.13
USR-04732,9.75,supermercado,9.75
USR-04733,72.28,entretenimiento,29.83
USR-04736,10.58,restaurante,6.82
USR-04737,0.0,ninguna,0.0
USR-04739,17.84,restaurante,7.86
USR-04741,0.0,ninguna,0.0
USR-04742,0.0,ninguna,0.0
USR-04744,88.87,supermercado,36.49
USR-04746,212.86,hogar,147.32
USR-04747,223.95,restaurante,119.36
USR-04748,3.47,supermercado,3.47
USR-04753,68.14,transporte,68.14
USR-04755,15.87,gobierno,9.38
USR-04757,3.6,supermercado,3.6
USR-04758,30.94,educacion,18.33
USR-04760,0.0,ninguna,0.0
USR-04761,5.39,gobierno,5.39
USR-04762,11.78,gobierno,11.27
USR-04764,0.0,ninguna,0.0
USR-04765,26.74,entretenimiento,13.61
USR-04766,25.65,ropa_accesorios,15.57
USR-04767,27.03,supermercado,14.75
USR-04768,6.79,entretenimiento,4.37
USR-04770,36.55,ropa_accesorios,36.55
USR-04772,4.01,retiro_cajero,4.01
USR-04774,15.6,transporte,8.01
USR-04779,0.0,ninguna,0.0
USR-04780,0.0,ninguna,0.0
USR-04784,0.0,ninguna,0.0
USR-04785,0.0,ninguna,0.0
USR-04787,26.07,entretenimiento,11.06
USR-04788,0.0,ninguna,0.0
USR-04789,215.78,viajes,215.78
USR-04790,7.43,transporte,7.43
USR-04791,0.0,ninguna,0.0
USR-04793,0.0,ninguna,0.0
USR-04796,0.0,ninguna,0.0
USR-04797,23.83,supermercado,23.83
USR-04798,0.0,ninguna,0.0
USR-04800,0.0,ninguna,0.0
USR-04802,0.0,ninguna,0.0
USR-04803,0.0,ninguna,0.0
USR-04805,3.39,restaurante,3.39
USR-04806,0.0,ninguna,0.0
USR-04807,7.15,ropa_accesorios,7.15
USR-04809,14.12,supermercado,7.99
USR-04811,36.13,salud,19.5
USR-04813,0.0,ninguna,0.0
USR-04814,10.89,supermercado,10.89
USR-04815,139.01,tecnologia,77.68
USR-04816,17.72,transporte,17.72
USR-04817,0.0,ninguna,0.0
USR-04818,0.0,ninguna,0.0
USR-04822,12.86,restaurante,7.47
USR-04824,0.0,ninguna,0.0
USR-04825,33.61,supermercado,15.32
USR-04827,16.53,retiro_cajero,9.89
USR-04828,6.33,transporte,6.33
USR-04829,0.0,ninguna,0.0
USR-04830,18.48,supermercado,7.71
USR-04831,29.35,supermercado,15.07
USR-04832,12.75,supermercado,12.75
USR-04835,0.0,ninguna,0.0
USR-04837,0.0,ninguna,0.0
USR-04840,0.0,ninguna,0.0
USR-04845,11.6,retiro_cajero,11.6
USR-04847,33.0,supermercado,18.48
USR-04849,8.25,servicios_digitales,5.36
USR-04850,0.0,ninguna,0.0
USR-04852,118.94,tecnologia,49.27
USR-04853,0.0,ninguna,0.0
USR-04855,7.2,gobierno,7.2
USR-04856,25.65,supermercado,19.67
USR-04862,0.0,ninguna,0.0
USR-04863,13.47,supermercado,13.47
USR-04864,56.04,tecnologia,56.04
USR-04865,0.0,ninguna,0.0
USR-04867,10.54,restaurante,10.54
USR-04868,0.0,ninguna,0.0
USR-04869,40.94,supermercado,27.02
USR-04870,2.93,retiro_cajero,2.93
USR-04872,0.0,ninguna,0.0
USR-04874,0.0,ninguna,0.0
USR-04875,323.47,gobierno,127.17
USR-04876,7.99,restaurante,7.99
USR-04877,0.0,ninguna,0.0
USR-04880,16.66,transporte,16.66
USR-04885,0.0,ninguna,0.0
USR-04886,0.0,ninguna,0.0
USR-04887,0.0,ninguna,0.0
USR-04888,0.0,ninguna,0.0
USR-04889,161.33,transporte,89.52
USR-04890,14.45,entretenimiento,14.45
USR-04893,0.0,ninguna,0.0
USR-04894,0.93,ropa_accesorios,0.93
USR-04895,40.07,restaurante,26.37
USR-04896,0.0,ninguna,0.0
USR-04898,0.0,ninguna,0.0
USR-04899,0.0,ninguna,0.0
USR-04900,11.86,supermercado,11.86
USR-04902,36.25,salud,14.58
USR-04903,0.0,ninguna,0.0
USR-04912,221.44,hogar,140.9
USR-04914,19.65,restaurante,19.65
USR-04915,0.0,ninguna,0.0
USR-04916,0.0,ninguna,0.0
USR-04918,0.0,ninguna,0.0
