user_id,ingreso_mensual_mxn,carga_fija_total,gasto_ultimos_15_dias,gasto_acumulado_mes,gasto_real_mes_anterior,historial_mayor_15d,tasa_gasto_diario,gasto_estimado_fin_mes,ingreso_restante_estimado,balance_actual,dias_hasta_deficit
USR-02804,20500,3835.0,0.0,0.0,2304.61,True,0.0,0.0,16665.0,16665.0,inf
USR-02805,12000,6945.67,2150.93,2150.93,3849.93,True,143.39533333333333,4445.255333333333,609.0746666666673,2903.4,20.247520839822776
USR-02806,35500,3569.34,0.0,0.0,329.33,True,0.0,0.0,31930.66,31930.66,inf
USR-02807,22000,2861.08,0.0,0.0,1275.18,True,0.0,0.0,19138.92,19138.92,inf
USR-02808,11000,2516.4300000000003,0.0,0.0,334.05,True,0.0,0.0,8483.57,8483.57,inf
USR-02809,24000,0.0,0.0,0.0,0.0,True,0.0,0.0,24000.0,24000.0,inf
USR-02810,36500,2493.0,0.0,0.0,2215.85,True,0.0,0.0,34007.0,34007.0,inf
USR-02811,20000,5238.0,0.0,0.0,1752.8899999999999,True,0.0,0.0,14762.0,14762.0,inf
USR-02812,18000,2104.46,0.0,0.0,1216.55,True,0.0,0.0,15895.54,15895.54,inf
USR-02813,17000,0.0,0.0,0.0,686.85,True,0.0,0.0,17000.0,17000.0,inf
USR-02814,36500,2493.0,0.0,0.0,2522.88,True,0.0,0.0,34007.0,34007.0,inf
USR-02815,58500,499.0,0.0,0.0,5800.34,True,0.0,0.0,58001.0,58001.0,inf
USR-02816,60000,1447.0,0.0,0.0,0.0,True,0.0,0.0,58553.0,58553.0,inf
USR-02817,9500,0.0,0.0,0.0,0.0,True,0.0,0.0,9500.0,9500.0,inf
USR-02818,25500,0.0,0.0,0.0,94.42,True,0.0,0.0,25500.0,25500.0,inf
USR-02819,21500,2743.0,0.0,0.0,2828.85,True,0.0,0.0,18757.0,18757.0,inf
USR-02820,23000,1844.0,0.0,0.0,4206.42,True,0.0,0.0,21156.0,21156.0,inf
USR-02821,19500,2693.0,0.0,0.0,2079.4300000000003,True,0.0,0.0,16807.0,16807.0,inf
USR-02822,70000,948.0,0.0,0.0,0.0,True,0.0,0.0,69052.0,69052.0,inf
USR-02823,30000,1198.0,0.0,0.0,4093.72,True,0.0,0.0,28802.0,28802.0,inf
USR-02824,39000,0.0,0.0,0.0,3370.52,True,0.0,0.0,39000.0,39000.0,inf
USR-02825,7500,4940.0,0.0,0.0,1200.6,True,0.0,0.0,2560.0,2560.0,inf
USR-02826,23500,5699.99,0.0,0.0,0.0,True,0.0,0.0,17800.010000000002,17800.010000000002,inf
USR-02827,46500,1047.0,0.0,0.0,7064.79,True,0.0,0.0,45453.0,45453.0,inf
USR-02828,25000,2691.0,0.0,0.0,671.75,True,0.0,0.0,22309.0,22309.0,inf
USR-02829,38000,3943.97,0.0,0.0,0.0,True,0.0,0.0,34056.03,34056.03,inf
USR-02830,22500,2740.0,0.0,0.0,663.48,True,0.0,0.0,19760.0,19760.0,inf
USR-02831,29000,2392.0,0.0,0.0,2182.85,True,0.0,0.0,26608.0,26608.0,inf
USR-02832,21500,8532.0,0.0,0.0,1735.95,True,0.0,0.0,12968.0,12968.0,inf
USR-02833,17000,0.0,0.0,0.0,0.0,True,0.0,0.0,17000.0,17000.0,inf
USR-02834,18000,598.0,0.0,0.0,0.0,True,0.0,0.0,17402.0,17402.0,inf
USR-02835,29000,797.0,0.0,0.0,0.0,True,0.0,0.0,28203.0,28203.0,inf
USR-02836,27500,3590.0,0.0,0.0,2998.19,True,0.0,0.0,23910.0,23910.0,inf
USR-02837,45000,3479.98,0.0,0.0,4261.25,True,0.0,0.0,41520.02,41520.02,inf
USR-02838,22000,1844.0,0.0,0.0,7193.950000000001,True,0.0,0.0,20156.0,20156.0,inf
USR-02839,15000,7094.62,0.0,0.0,498.29,True,0.0,0.0,7905.38,7905.38,inf
USR-02840,25000,2968.5699999999997,1855.95,1855.95,1540.55,True,123.73,3835.63,18195.8,20175.48,163.0605350359654
USR-02841,11500,4488.0,0.0,0.0,3046.42,True,0.0,0.0,7012.0,7012.0,inf
USR-02842,11500,3391.0,0.0,0.0,1718.02,True,0.0,0.0,8109.0,8109.0,inf
USR-02843,27000,2446.0,0.0,0.0,1355.4099999999999,True,0.0,0.0,24554.0,24554.0,inf
USR-02844,39500,1248.0,1782.64,1782.64,0.0,True,118.84266666666667,3684.122666666667,34567.87733333333,36469.36,306.87093299824977
USR-02845,20000,0.0,0.0,0.0,126.22,True,0.0,0.0,20000.0,20000.0,inf
USR-02846,17500,697.0,0.0,0.0,1473.45,True,0.0,0.0,16803.0,16803.0,inf
USR-02847,13500,5436.0,0.0,0.0,293.28,True,0.0,0.0,8064.0,8064.0,inf
USR-02848,83000,996.21,0.0,0.0,32011.25,True,0.0,0.0,82003.79,82003.79,inf
USR-02849,15000,0.0,0.0,0.0,0.0,True,0.0,0.0,15000.0,15000.0,inf
USR-02850,7000,1596.0,0.0,0.0,1207.96,True,0.0,0.0,5404.0,5404.0,inf
USR-02851,30500,1562.76,0.0,0.0,0.0,True,0.0,0.0,28937.24,28937.24,inf
USR-02852,18500,2145.0,0.0,0.0,819.76,True,0.0,0.0,16355.0,16355.0,inf
USR-02853,7500,4640.0,0.0,0.0,899.6,True,0.0,0.0,2860.0,2860.0,inf
USR-02854,76000,798.0,0.0,0.0,30066.14,True,0.0,0.0,75202.0,75202.0,inf
USR-02855,21000,996.0,0.0,0.0,0.0,True,0.0,0.0,20004.0,20004.0,inf
USR-02856,56500,1097.0,0.0,0.0,1044.85,True,0.0,0.0,55403.0,55403.0,inf
USR-02857,14500,848.0,0.0,0.0,2233.96,True,0.0,0.0,13652.0,13652.0,inf
USR-02858,39000,2722.56,0.0,0.0,21182.239999999998,True,0.0,0.0,36277.44,36277.44,inf
USR-02859,75000,599.0,0.0,0.0,1585.27,True,0.0,0.0,74401.0,74401.0,inf
USR-02860,4500,0.0,0.0,0.0,0.0,True,0.0,0.0,4500.0,4500.0,inf
USR-02861,21000,1596.0,0.0,0.0,1122.91,True,0.0,0.0,19404.0,19404.0,inf
USR-02862,58000,1296.0,0.0,0.0,6834.53,True,0.0,0.0,56704.0,56704.0,inf
USR-02863,12000,1047.0,609.81,609.81,535.49,True,40.653999999999996,1260.274,9692.726,10343.19,254.41998327347866
USR-02864,92000,725.46,0.0,0.0,22590.01,True,0.0,0.0,91274.54,91274.54,inf
USR-02865,12500,2344.0,0.0,0.0,872.11,True,0.0,0.0,10156.0,10156.0,inf
USR-02866,18500,2730.5299999999997,0.0,0.0,0.0,True,0.0,0.0,15769.470000000001,15769.470000000001,inf
USR-02867,46000,0.0,0.0,0.0,1203.67,True,0.0,0.0,46000.0,46000.0,inf
USR-02868,9000,6409.81,0.0,0.0,0.0,True,0.0,0.0,2590.1899999999996,2590.1899999999996,inf
USR-02869,13000,4389.0,0.0,0.0,2984.12,True,0.0,0.0,8611.0,8611.0,inf
USR-02870,25000,2691.0,0.0,0.0,514.81,True,0.0,0.0,22309.0,22309.0,inf
USR-02871,29000,2960.21,0.0,0.0,1266.1,True,0.0,0.0,26039.79,26039.79,inf
USR-02872,16000,6932.0,0.0,0.0,2269.62,True,0.0,0.0,9068.0,9068.0,inf
USR-02873,11000,3232.1099999999997,0.0,0.0,2206.51,True,0.0,0.0,7767.89,7767.89,inf
USR-02874,38000,898.0,0.0,0.0,3454.94,True,0.0,0.0,37102.0,37102.0,inf
USR-02875,18500,0.0,0.0,0.0,0.0,True,0.0,0.0,18500.0,18500.0,inf
USR-02876,7500,2435.56,0.0,0.0,0.0,True,0.0,0.0,5064.4400000000005,5064.4400000000005,inf
USR-02877,29500,4838.0,0.0,0.0,1182.25,True,0.0,0.0,24662.0,24662.0,inf
USR-02878,16500,747.0,0.0,0.0,7485.9400000000005,True,0.0,0.0,15753.0,15753.0,inf
USR-02879,94000,4845.639999999999,0.0,0.0,0.0,True,0.0,0.0,89154.36,89154.36,inf
USR-02880,24500,6536.0,0.0,0.0,752.59,True,0.0,0.0,17964.0,17964.0,inf
USR-02881,8500,5193.16,0.0,0.0,1249.19,True,0.0,0.0,3306.84,3306.84,inf
USR-02882,17000,1647.0,0.0,0.0,0.0,True,0.0,0.0,15353.0,15353.0,inf
USR-02883,12500,2303.8,0.0,0.0,4091.13,True,0.0,0.0,10196.2,10196.2,inf
USR-02884,54000,798.0,0.0,0.0,6574.64,True,0.0,0.0,53202.0,53202.0,inf
USR-02885,56000,2045.0,0.0,0.0,6443.34,True,0.0,0.0,53955.0,53955.0,inf
USR-02886,30000,1445.0,0.0,0.0,3399.02,True,0.0,0.0,28555.0,28555.0,inf
USR-02887,39500,3032.58,1729.58,1729.58,5875.28,True,115.30533333333332,3574.465333333333,32892.954666666665,34737.84,301.26828478590176
USR-02888,25500,497.0,0.0,0.0,7428.42,True,0.0,0.0,25003.0,25003.0,inf
USR-02889,76000,1347.0,0.0,0.0,0.0,True,0.0,0.0,74653.0,74653.0,inf
USR-02890,77000,8991.369999999999,0.0,0.0,4376.02,True,0.0,0.0,68008.63,68008.63,inf
USR-02891,26000,1048.0,0.0,0.0,10731.97,True,0.0,0.0,24952.0,24952.0,inf
USR-02892,29000,1197.0,0.0,0.0,4158.69,True,0.0,0.0,27803.0,27803.0,inf
USR-02893,33500,0.0,0.0,0.0,0.0,True,0.0,0.0,33500.0,33500.0,inf
USR-02894,64000,8263.11,0.0,0.0,11255.48,True,0.0,0.0,55736.89,55736.89,inf
USR-02895,23000,2004.8,0.0,0.0,30716.030000000002,True,0.0,0.0,20995.2,20995.2,inf
USR-02896,20000,1997.95,0.0,0.0,1058.31,True,0.0,0.0,18002.05,18002.05,inf
USR-02897,22500,2295.0,0.0,0.0,3864.05,True,0.0,0.0,20205.0,20205.0,inf
USR-02898,16500,1962.45,0.0,0.0,1434.85,True,0.0,0.0,14537.55,14537.55,inf
USR-02899,21000,1196.0,0.0,0.0,1377.9,True,0.0,0.0,19804.0,19804.0,inf
USR-02900,23000,399.0,0.0,0.0,1279.8899999999999,True,0.0,0.0,22601.0,22601.0,inf
USR-02901,30000,7132.24,0.0,0.0,3864.56,True,0.0,0.0,22867.760000000002,22867.760000000002,inf
USR-02902,19500,4040.0,0.0,0.0,1628.32,True,0.0,0.0,15460.0,15460.0,inf
USR-02903,36500,699.64,1359.98,1359.98,1560.15,True,90.66533333333334,2810.6253333333334,32989.73466666667,34440.38,379.86271856939067
USR-02904,52000,1413.81,0.0,0.0,0.0,True,0.0,0.0,50586.19,50586.19,inf
USR-02905,21000,698.0,0.0,0.0,0.0,True,0.0,0.0,20302.0,20302.0,inf
USR-02906,19500,2742.0,0.0,0.0,951.6800000000001,True,0.0,0.0,16758.0,16758.0,inf
USR-02907,10500,1198.0,0.0,0.0,0.0,True,0.0,0.0,9302.0,9302.0,inf
USR-02908,28000,5733.0,0.0,0.0,715.5699999999999,True,0.0,0.0,22267.0,22267.0,inf
USR-02909,36000,3650.4,0.0,0.0,0.0,True,0.0,0.0,32349.6,32349.6,inf
USR-02910,29000,2960.49,0.0,0.0,16675.28,True,0.0,0.0,26039.510000000002,26039.510000000002,inf
USR-02911,16500,2493.2200000000003,1602.19,1602.19,0.0,True,106.81266666666667,3311.192666666667,10695.587333333333,12404.589999999998,116.13407273793992
USR-02912,11000,2894.0,0.0,0.0,1584.6100000000001,True,0.0,0.0,8106.0,8106.0,inf
USR-02913,27000,3341.0,0.0,0.0,2118.7799999999997,True,0.0,0.0,23659.0,23659.0,inf
USR-02914,16500,1547.0,0.0,0.0,1172.53,True,0.0,0.0,14953.0,14953.0,inf
USR-02915,27500,7584.0,0.0,0.0,1146.96,True,0.0,0.0,19916.0,19916.0,inf
USR-02916,63000,4082.04,0.0,0.0,3952.68,True,0.0,0.0,58917.96,58917.96,inf
USR-02917,25500,0.0,0.0,0.0,0.0,True,0.0,0.0,25500.0,25500.0,inf
USR-02918,18000,0.0,0.0,0.0,0.0,True,0.0,0.0,18000.0,18000.0,inf
USR-02919,9500,0.0,0.0,0.0,0.0,True,0.0,0.0,9500.0,9500.0,inf
USR-02920,18000,1148.0,0.0,0.0,2474.6400000000003,True,0.0,0.0,16852.0,16852.0,inf
USR-02921,53000,4329.04,0.0,0.0,4604.110000000001,True,0.0,0.0,48670.96,48670.96,inf
USR-02922,23000,2210.54,405.21,405.21,1980.91,True,27.014,837.434,19952.025999999998,20384.25,754.5809580217665
USR-02923,23000,4937.0,0.0,0.0,2399.31,True,0.0,0.0,18063.0,18063.0,inf
USR-02924,12000,4688.0,0.0,0.0,835.58,True,0.0,0.0,7312.0,7312.0,inf
USR-02925,25000,2393.0,0.0,0.0,207.42000000000002,True,0.0,0.0,22607.0,22607.0,inf
USR-02926,19500,6549.24,0.0,0.0,0.0,True,0.0,0.0,12950.76,12950.76,inf
USR-02927,10000,2545.0,0.0,0.0,0.0,True,0.0,0.0,7455.0,7455.0,inf
USR-02928,34000,0.0,0.0,0.0,115.1,True,0.0,0.0,34000.0,34000.0,inf
USR-02929,38000,1046.0,0.0,0.0,1287.3,True,0.0,0.0,36954.0,36954.0,inf
USR-02930,70000,2146.0,0.0,0.0,5792.12,True,0.0,0.0,67854.0,67854.0,inf
USR-02931,64000,1423.13,0.0,0.0,13947.79,True,0.0,0.0,62576.87,62576.87,inf
USR-02932,13500,947.0,473.15,473.15,3468.23,True,31.543333333333333,977.8433333333332,11575.156666666666,12079.85,382.960477649794
USR-02933,27000,249.0,153.64,153.64,255.21,True,10.242666666666667,317.5226666666666,26433.477333333332,26597.36,2596.7222077583965
USR-02934,54500,1846.0,0.0,0.0,7221.26,True,0.0,0.0,52654.0,52654.0,inf
USR-02935,7500,2592.0,0.0,0.0,228.56,True,0.0,0.0,4908.0,4908.0,inf
USR-02936,56500,1246.0,0.0,0.0,2609.35,True,0.0,0.0,55254.0,55254.0,inf
USR-02937,25000,698.0,0.0,0.0,2513.82,True,0.0,0.0,24302.0,24302.0,inf
USR-02938,59000,1843.0,0.0,0.0,5962.84,True,0.0,0.0,57157.0,57157.0,inf
USR-02939,19500,1550.4,0.0,0.0,1967.47,True,0.0,0.0,17949.6,17949.6,inf
USR-02940,23000,5655.66,0.0,0.0,2352.28,True,0.0,0.0,17344.34,17344.34,inf
USR-02941,33500,2443.0,0.0,0.0,5592.49,True,0.0,0.0,31057.0,31057.0,inf
USR-02942,18000,2743.0,0.0,0.0,991.28,True,0.0,0.0,15257.0,15257.0,inf
USR-02943,50000,2157.88,0.0,0.0,2269.41,True,0.0,0.0,47842.12,47842.12,inf
USR-02944,18500,4790.0,0.0,0.0,1456.93,True,0.0,0.0,13710.0,13710.0,inf
USR-02945,14000,2143.0,0.0,0.0,1596.18,True,0.0,0.0,11857.0,11857.0,inf
USR-02946,25000,0.0,0.0,0.0,0.0,True,0.0,0.0,25000.0,25000.0,inf
USR-02947,24500,1298.0,1578.13,1578.13,0.0,True,105.20866666666667,3261.4686666666666,19940.531333333332,21623.87,205.53316266720736
USR-02948,28000,0.0,0.0,0.0,0.0,True,0.0,0.0,28000.0,28000.0,inf
USR-02949,15000,4790.0,0.0,0.0,2520.26,True,0.0,0.0,10210.0,10210.0,inf
USR-02950,14000,3032.33,0.0,0.0,0.0,True,0.0,0.0,10967.67,10967.67,inf
USR-02951,19500,3135.96,0.0,0.0,0.0,True,0.0,0.0,16364.04,16364.04,inf
USR-02952,24000,3674.72,549.42,549.42,1446.98,True,36.628,1135.4679999999998,19189.811999999998,19775.86,539.9109970514361
USR-02953,30500,0.0,0.0,0.0,0.0,True,0.0,0.0,30500.0,30500.0,inf
USR-02954,25500,3740.0,0.0,0.0,456.25,True,0.0,0.0,21760.0,21760.0,inf
USR-02955,49000,1046.0,0.0,0.0,7427.2,True,0.0,0.0,47954.0,47954.0,inf
USR-02956,41500,1047.0,0.0,0.0,3394.1099999999997,True,0.0,0.0,40453.0,40453.0,inf
USR-02957,10000,1147.0,0.0,0.0,296.38,True,0.0,0.0,8853.0,8853.0,inf
USR-02958,37500,792.88,234.38,234.38,1672.98,True,15.625333333333334,484.38533333333334,36222.73466666667,36472.740000000005,2334.2055636146433
USR-02959,12500,2540.0,0.0,0.0,0.0,True,0.0,0.0,9960.0,9960.0,inf
USR-02960,22500,3989.0,0.0,0.0,1209.74,True,0.0,0.0,18511.0,18511.0,inf
USR-02961,71000,1278.12,0.0,0.0,4160.21,True,0.0,0.0,69721.88,69721.88,inf
USR-02962,26500,1697.0,0.0,0.0,5261.08,True,0.0,0.0,24803.0,24803.0,inf
USR-02963,23500,1596.0,1710.18,1710.18,0.0,True,114.012,3534.3720000000003,18369.628,20193.82,177.1201277058555
USR-02964,61000,2944.0,0.0,0.0,2382.61,True,0.0,0.0,58056.0,58056.0,inf
USR-02965,36000,1540.1100000000001,416.23,416.23,2044.0700000000002,True,27.74866666666667,860.2086666666667,33599.681333333334,34043.659999999996,1226.8575066669869
USR-02966,25500,5687.0,0.0,0.0,762.49,True,0.0,0.0,19813.0,19813.0,inf
USR-02967,17000,5604.22,0.0,0.0,1004.17,True,0.0,0.0,11395.779999999999,11395.779999999999,inf
USR-02968,12500,6383.0,0.0,0.0,1476.19,True,0.0,0.0,6117.0,6117.0,inf
USR-02969,11500,2636.52,0.0,0.0,0.0,True,0.0,0.0,8863.48,8863.48,inf
USR-02970,13000,4172.38,0.0,0.0,0.0,True,0.0,0.0,8827.619999999999,8827.619999999999,inf
USR-02971,24000,3541.0,0.0,0.0,1875.37,True,0.0,0.0,20459.0,20459.0,inf
USR-02972,18500,3290.68,1133.41,1133.41,1593.42,True,75.56066666666668,2342.380666666667,12866.939333333332,14075.91,186.28620710951904
USR-02973,21500,6736.0,0.0,0.0,396.33,True,0.0,0.0,14764.0,14764.0,inf
USR-02974,42000,1095.0,0.0,0.0,13072.45,True,0.0,0.0,40905.0,40905.0,inf
USR-02975,9000,5629.88,0.0,0.0,1430.1699999999998,True,0.0,0.0,3370.12,3370.12,inf
USR-02976,59500,1495.0,0.0,0.0,1444.3,True,0.0,0.0,58005.0,58005.0,inf
USR-02977,25000,5583.0,0.0,0.0,1692.49,True,0.0,0.0,19417.0,19417.0,inf
USR-02978,9000,2145.0,0.0,0.0,0.0,True,0.0,0.0,6855.0,6855.0,inf
USR-02979,70000,948.0,0.0,0.0,12639.55,True,0.0,0.0,69052.0,69052.0,inf
USR-02980,55000,1190.81,0.0,0.0,13964.84,True,0.0,0.0,53809.19,53809.19,inf
USR-02981,12500,5636.0,0.0,0.0,816.8,True,0.0,0.0,6864.0,6864.0,inf
USR-02982,10000,398.0,0.0,0.0,1969.13,True,0.0,0.0,9602.0,9602.0,inf
USR-02983,52000,1647.0,0.0,0.0,2263.33,True,0.0,0.0,50353.0,50353.0,inf
USR-02984,83000,2451.71,0.0,0.0,8893.78,True,0.0,0.0,80548.29,80548.29,inf
USR-02985,23500,398.0,0.0,0.0,11369.34,True,0.0,0.0,23102.0,23102.0,inf
USR-02986,50000,1497.0,0.0,0.0,4530.37,True,0.0,0.0,48503.0,48503.0,inf
USR-02987,67000,846.0,0.0,0.0,4164.2699999999995,True,0.0,0.0,66154.0,66154.0,inf
USR-02988,10000,799.0,0.0,0.0,0.0,True,0.0,0.0,9201.0,9201.0,inf
USR-02989,44000,1248.0,0.0,0.0,3201.01,True,0.0,0.0,42752.0,42752.0,inf
USR-02990,42000,2365.3199999999997,0.0,0.0,3216.46,True,0.0,0.0,39634.68,39634.68,inf
USR-02991,72000,998.0,0.0,0.0,2205.77,True,0.0,0.0,71002.0,71002.0,inf
USR-02992,18500,4450.84,0.0,0.0,189.61,True,0.0,0.0,14049.16,14049.16,inf
USR-02993,13500,1567.59,0.0,0.0,3092.1000000000004,True,0.0,0.0,11932.41,11932.41,inf
USR-02994,25000,99.0,0.0,0.0,359.76,True,0.0,0.0,24901.0,24901.0,inf
USR-02995,29000,2495.0,0.0,0.0,2518.23,True,0.0,0.0,26505.0,26505.0,inf
USR-02996,15500,4788.0,0.0,0.0,0.0,True,0.0,0.0,10712.0,10712.0,inf
USR-02997,22000,498.0,0.0,0.0,3557.7200000000003,True,0.0,0.0,21502.0,21502.0,inf
USR-02998,14500,4038.0,0.0,0.0,248.95,True,0.0,0.0,10462.0,10462.0,inf
USR-02999,12000,3191.0,0.0,0.0,2249.71,True,0.0,0.0,8809.0,8809.0,inf
USR-03000,21000,4071.28,0.0,0.0,1611.03,True,0.0,0.0,16928.72,16928.72,inf
USR-03001,31000,0.0,0.0,0.0,1522.83,True,0.0,0.0,31000.0,31000.0,inf
USR-03002,65000,1444.0,0.0,0.0,270.02,True,0.0,0.0,63556.0,63556.0,inf
USR-03003,13500,0.0,0.0,0.0,0.0,True,0.0,0.0,13500.0,13500.0,inf
USR-03004,79000,399.0,0.0,0.0,0.0,True,0.0,0.0,78601.0,78601.0,inf
USR-03005,21500,5339.0,0.0,0.0,380.55999999999995,True,0.0,0.0,16161.0,16161.0,inf
USR-03006,41000,1496.0,0.0,0.0,296.58,True,0.0,0.0,39504.0,39504.0,inf
USR-03007,12000,2577.37,0.0,0.0,1283.79,True,0.0,0.0,9422.630000000001,9422.630000000001,inf
USR-03008,19500,4772.88,0.0,0.0,794.97,True,0.0,0.0,14727.119999999999,14727.119999999999,inf
USR-03009,26000,2558.5,0.0,0.0,0.0,True,0.0,0.0,23441.5,23441.5,inf
USR-03010,59000,0.0,0.0,0.0,6734.1900000000005,True,0.0,0.0,59000.0,59000.0,inf
USR-03011,11500,698.0,1141.31,1141.31,1293.31,True,76.08733333333333,2358.7073333333333,8443.292666666666,9660.69,126.96843977534589
USR-03012,9500,1496.0,0.0,0.0,794.49,True,0.0,0.0,8004.0,8004.0,inf
USR-03013,45500,1297.0,0.0,0.0,0.0,True,0.0,0.0,44203.0,44203.0,inf
USR-03014,11000,2144.0,0.0,0.0,0.0,True,0.0,0.0,8856.0,8856.0,inf
USR-03015,65000,599.0,0.0,0.0,0.0,True,0.0,0.0,64401.0,64401.0,inf
USR-03016,58500,1445.0,0.0,0.0,4600.98,True,0.0,0.0,57055.0,57055.0,inf
USR-03017,31000,0.0,0.0,0.0,0.0,True,0.0,0.0,31000.0,31000.0,inf
USR-03018,17500,2191.0,0.0,0.0,1669.6,True,0.0,0.0,15309.0,15309.0,inf
USR-03019,74000,249.0,0.0,0.0,2165.04,True,0.0,0.0,73751.0,73751.0,inf
USR-03020,17500,1695.0,0.0,0.0,0.0,True,0.0,0.0,15805.0,15805.0,inf
USR-03021,28000,2096.0,1955.87,1955.87,688.24,True,130.39133333333334,4042.1313333333333,21861.868666666665,23948.13,183.66351035600525
USR-03022,27500,3843.0,0.0,0.0,3268.2200000000003,True,0.0,0.0,23657.0,23657.0,inf
USR-03023,47000,2344.0,0.0,0.0,2094.81,True,0.0,0.0,44656.0,44656.0,inf
USR-03024,11000,2990.0,0.0,0.0,1449.9,True,0.0,0.0,8010.0,8010.0,inf
USR-03025,28000,3543.0,0.0,0.0,532.66,True,0.0,0.0,24457.0,24457.0,inf
USR-03026,15000,0.0,0.0,0.0,321.51,True,0.0,0.0,15000.0,15000.0,inf
USR-03027,23000,1196.0,0.0,0.0,1403.98,True,0.0,0.0,21804.0,21804.0,inf
USR-03028,22000,898.0,0.0,0.0,6148.91,True,0.0,0.0,21102.0,21102.0,inf
USR-03029,92000,1516.1399999999999,0.0,0.0,2536.01,True,0.0,0.0,90483.86,90483.86,inf
USR-03030,64000,1697.0,0.0,0.0,10813.43,True,0.0,0.0,62303.0,62303.0,inf
USR-03031,17000,1446.0,1975.42,1975.42,5559.17,True,131.69466666666668,4082.534666666667,11471.465333333334,13578.58,103.10652924441384
USR-03032,12500,4839.0,0.0,0.0,0.0,True,0.0,0.0,7661.0,7661.0,inf
USR-03033,83000,5081.74,0.0,0.0,21480.85,True,0.0,0.0,77918.26,77918.26,inf
USR-03034,10500,948.0,0.0,0.0,2703.7,True,0.0,0.0,9552.0,9552.0,inf
USR-03035,11500,2724.54,0.0,0.0,380.68,True,0.0,0.0,8775.46,8775.46,inf
USR-03036,45000,998.0,0.0,0.0,0.0,True,0.0,0.0,44002.0,44002.0,inf
USR-03037,63000,3702.9,0.0,0.0,21381.68,True,0.0,0.0,59297.1,59297.1,inf
USR-03038,94000,7787.4,0.0,0.0,11462.52,True,0.0,0.0,86212.6,86212.6,inf
USR-03039,23500,2993.0,0.0,0.0,1405.62,True,0.0,0.0,20507.0,20507.0,inf
USR-03040,8000,3538.0,0.0,0.0,1336.51,True,0.0,0.0,4462.0,4462.0,inf
USR-03041,9500,498.0,0.0,0.0,1177.94,True,0.0,0.0,9002.0,9002.0,inf
USR-03042,13500,5236.0,0.0,0.0,529.43,True,0.0,0.0,8264.0,8264.0,inf
USR-03043,20500,2374.6099999999997,0.0,0.0,3096.45,True,0.0,0.0,18125.39,18125.39,inf
USR-03044,21500,0.0,0.0,0.0,0.0,True,0.0,0.0,21500.0,21500.0,inf
USR-03045,46000,4491.0,0.0,0.0,6203.889999999999,True,0.0,0.0,41509.0,41509.0,inf
USR-03046,10500,848.37,0.0,0.0,0.0,True,0.0,0.0,9651.63,9651.63,inf
USR-03047,21500,1258.58,0.0,0.0,0.0,True,0.0,0.0,20241.42,20241.42,inf
USR-03048,63000,798.0,0.0,0.0,6447.73,True,0.0,0.0,62202.0,62202.0,inf
USR-03049,45000,397.0,0.0,0.0,29609.34,True,0.0,0.0,44603.0,44603.0,inf
USR-03050,9500,2653.6800000000003,4252.950000000001,4252.950000000001,1733.59,True,283.53000000000003,8789.43,-1943.1100000000006,2593.369999999999,9.146721687299399
USR-03051,26000,697.0,0.0,0.0,3446.83,True,0.0,0.0,25303.0,25303.0,inf
USR-03052,9500,2443.81,0.0,0.0,0.0,True,0.0,0.0,7056.1900000000005,7056.1900000000005,inf
USR-03053,69000,1198.0,0.0,0.0,10834.59,True,0.0,0.0,67802.0,67802.0,inf
USR-03054,22500,3887.0,0.0,0.0,280.63,True,0.0,0.0,18613.0,18613.0,inf
USR-03055,35000,1895.0,0.0,0.0,4508.51,True,0.0,0.0,33105.0,33105.0,inf
USR-03056,77000,1545.0,0.0,0.0,9263.92,True,0.0,0.0,75455.0,75455.0,inf
USR-03057,24000,948.0,0.0,0.0,629.85,True,0.0,0.0,23052.0,23052.0,inf
USR-03058,14000,4440.0,0.0,0.0,1310.29,True,0.0,0.0,9560.0,9560.0,inf
USR-03059,22000,0.0,0.0,0.0,0.0,True,0.0,0.0,22000.0,22000.0,inf
USR-03060,38500,0.0,0.0,0.0,3018.18,True,0.0,0.0,38500.0,38500.0,inf
USR-03061,25500,1030.44,0.0,0.0,0.0,True,0.0,0.0,24469.56,24469.56,inf
USR-03062,22000,2778.51,0.0,0.0,1582.18,True,0.0,0.0,19221.489999999998,19221.489999999998,inf
USR-03063,16500,0.0,0.0,0.0,1937.13,True,0.0,0.0,16500.0,16500.0,inf
USR-03064,21000,2143.0,0.0,0.0,1027.73,True,0.0,0.0,18857.0,18857.0,inf
USR-03065,17500,1893.0,0.0,0.0,4286.32,True,0.0,0.0,15607.0,15607.0,inf
USR-03066,32000,1845.0,0.0,0.0,1413.04,True,0.0,0.0,30155.0,30155.0,inf
USR-03067,38000,2988.4700000000003,0.0,0.0,0.0,True,0.0,0.0,35011.53,35011.53,inf
USR-03068,14500,0.0,0.0,0.0,0.0,True,0.0,0.0,14500.0,14500.0,inf
USR-03069,33000,1196.0,0.0,0.0,1052.67,True,0.0,0.0,31804.0,31804.0,inf
USR-03070,21000,5048.49,0.0,0.0,847.42,True,0.0,0.0,15951.51,15951.51,inf
USR-03071,23500,1396.0,0.0,0.0,1100.47,True,0.0,0.0,22104.0,22104.0,inf
USR-03072,17500,2884.84,0.0,0.0,5011.16,True,0.0,0.0,14615.16,14615.16,inf
