user_id,score_propension,segmento_upsell,cashback_perdido_mes,nomina_domiciliada,menciona_beneficios,satisfaccion_1_10
USR-11065,59.7,B,17.3,True,0,7.0
USR-07436,59.7,B,9.66,True,0,9.0
USR-09858,59.69,B,61.08,False,0,8.0
USR-09287,59.68,B,10.65,True,0,7.0
USR-04406,59.68,B,8.57,True,0,8.0
USR-09878,59.68,B,23.3,True,0,6.0
USR-00197,59.67,B,18.48,True,0,7.0
USR-01533,59.67,B,26.37,True,0,6.0
USR-14580,59.66,B,322.08,False,0,6.0
USR-01911,59.66,B,12.66,True,0,8.0
USR-01486,59.66,B,28.76,True,0,7.0
USR-03347,59.65,B,10.25,True,0,7.0
USR-11457,59.65,B,9.55,True,0,8.0
USR-14820,59.65,B,45.51,False,0,8.0
USR-13184,59.64,B,79.84,False,0,8.0
USR-01679,59.64,B,171.68,False,0,6.0
USR-11842,59.64,B,18.43,True,0,7.0
USR-08562,59.64,B,13.69,True,0,9.0
USR-13736,59.64,B,36.91,True,0,6.0
USR-14913,59.62,B,19.49,True,0,8.0
USR-12530,59.62,B,19.92,True,0,6.0
USR-09208,59.62,B,10.62,True,0,8.0
USR-08983,59.61,B,134.31,False,0,9.0
USR-02489,59.61,B,8.7,True,0,10.0
USR-10168,59.6,B,22.6,True,0,6.0
USR-02314,59.6,B,90.52,False,0,7.0
USR-01820,59.59,B,27.86,False,0,8.0
USR-06507,59.59,B,13.19,True,0,9.0
USR-11302,59.59,B,47.32,False,0,10.0
USR-07424,59.59,B,16.08,True,0,6.0
USR-07932,59.58,B,152.41,False,0,7.0
USR-13433,59.58,B,46.74,False,0,9.0
USR-00722,59.57,B,12.56,True,0,8.0
USR-13561,59.57,B,152.49,False,0,6.0
USR-09109,59.57,B,13.36,True,0,9.0
USR-03695,59.56,B,19.69,True,0,8.0
USR-11648,59.56,B,36.91,False,0,7.0
USR-09218,59.56,B,73.0,False,0,10.0
USR-06671,59.56,B,13.44,True,0,7.0
USR-11630,59.55,B,38.39,False,0,8.0
USR-10948,59.54,B,7.2,True,0,9.0
USR-12266,59.52,B,10.63,True,0,6.0
USR-11194,59.52,B,31.77,False,0,10.0
USR-09156,59.52,B,11.9,True,0,9.0
USR-09617,59.49,B,10.09,True,0,8.0
USR-14523,59.49,B,21.0,True,0,6.0
USR-05295,59.48,B,6.57,True,0,10.0
USR-10933,59.47,B,37.2,False,0,10.0
USR-07519,59.47,B,9.47,True,0,9.0
USR-14586,59.46,B,28.8,False,0,7.0
USR-12595,59.46,B,70.61,True,0,6.0
USR-09730,59.46,B,50.0,False,0,10.0
USR-07995,59.45,B,116.72,False,0,6.0
USR-01708,59.44,B,266.62,False,0,6.0
USR-09057,59.44,B,78.35,False,0,9.0
USR-10725,59.44,B,47.41,False,0,8.0
USR-04227,59.43,B,80.97,False,0,10.0
USR-06245,59.41,B,32.15,True,0,8.0
USR-03888,59.4,B,18.86,True,0,8.0
USR-05893,59.39,B,20.12,True,0,8.0
USR-01362,59.39,B,15.98,False,1,7.0
USR-11198,59.38,B,20.4,False,0,10.0
USR-00854,59.38,B,201.14,False,0,7.0
USR-05223,59.37,B,33.46,True,0,6.0
USR-04089,59.37,B,12.43,True,0,7.0
USR-00013,59.34,B,5.37,True,0,10.0
USR-02754,59.33,B,14.74,True,0,8.0
USR-11820,59.33,B,68.52,False,0,9.0
USR-07412,59.32,B,117.97,False,0,7.0
USR-10453,59.31,B,12.85,True,0,6.0
USR-08594,59.3,B,18.69,True,0,7.0
USR-06040,59.29,B,18.81,True,0,7.0
USR-06164,59.28,B,89.37,False,0,7.0
USR-05425,59.28,B,9.46,True,0,9.0
USR-00921,59.25,B,6.92,True,0,8.0
USR-00591,59.22,B,253.97,False,0,6.0
USR-04972,59.22,B,28.17,True,0,7.0
USR-05138,59.22,B,330.29,False,0,6.0
USR-09854,59.2,B,10.69,True,0,8.0
USR-10485,59.2,B,19.29,True,0,8.0
USR-03914,59.19,B,17.33,True,0,6.0
USR-01999,59.19,B,19.67,True,0,6.0
USR-12996,59.18,B,9.73,True,0,6.0
USR-03028,59.17,B,61.49,False,0,10.0
USR-10431,59.17,B,50.36,False,0,10.0
USR-03366,59.17,B,233.31,False,0,6.0
USR-04982,59.17,B,42.64,False,0,9.0
USR-13454,59.17,B,27.74,False,0,8.0
USR-07971,59.16,B,23.94,True,0,6.0
USR-07531,59.16,B,17.2,True,0,7.0
USR-03908,59.16,B,28.48,False,0,9.0
USR-11784,59.15,B,19.37,True,0,8.0
USR-03538,59.15,B,61.29,True,0,6.0
USR-01288,59.15,B,25.06,False,0,9.0
USR-15006,59.15,B,4.24,True,1,6.0
USR-09405,59.14,B,127.33,False,0,6.0
USR-10606,59.14,B,21.65,True,0,6.0
USR-09325,59.13,B,9.6,True,0,7.0
USR-02898,59.12,B,14.35,True,0,9.0
USR-09542,59.12,B,195.63,False,0,7.0
USR-07420,59.12,B,10.17,True,0,10.0
USR-01685,59.12,B,101.74,False,0,7.0
USR-00435,59.11,B,36.41,False,0,7.0
USR-02458,59.1,B,199.04,False,0,7.0
USR-07598,59.09,B,51.75,False,0,6.0
USR-02797,59.09,B,19.39,True,0,8.0
USR-01993,59.08,B,11.51,True,0,8.0
USR-14258,59.08,B,40.92,False,0,9.0
USR-02719,59.07,B,312.12,False,0,6.0
USR-12107,59.07,B,36.0,False,0,7.0
USR-09256,59.06,B,17.54,True,0,9.0
USR-11425,59.05,B,8.7,True,0,6.0
USR-04955,59.04,B,17.2,False,1,9.0
USR-00661,59.04,B,33.14,False,0,8.0
USR-12217,59.03,B,291.63,False,0,6.0
USR-12573,59.02,B,134.8,False,0,7.0
USR-14894,59.01,B,63.13,False,0,8.0
USR-04636,59.0,B,8.24,True,0,9.0
USR-00607,58.99,B,40.73,False,0,8.0
USR-14756,58.99,B,9.2,True,0,7.0
USR-10944,58.96,B,28.56,False,0,7.0
USR-12616,58.96,B,24.12,False,0,9.0
USR-12736,58.96,B,15.65,True,0,6.0
USR-14810,58.96,B,24.43,False,0,9.0
USR-09646,58.96,B,96.52,False,0,6.0
USR-05788,58.94,B,23.04,False,0,8.0
USR-14821,58.93,B,22.43,False,0,9.0
USR-11864,58.93,B,14.97,True,0,6.0
USR-07794,58.93,B,13.93,True,0,7.0
USR-05557,58.93,B,63.04,False,0,10.0
USR-07830,58.93,B,0.0,True,1,9.0
USR-01670,58.92,B,6.62,True,0,7.0
USR-14927,58.92,B,32.09,True,0,7.0
USR-04035,58.91,B,5.64,True,0,10.0
USR-02019,58.9,B,16.71,True,0,10.0
USR-04520,58.89,B,8.93,True,0,8.0
USR-07332,58.89,B,24.26,True,0,6.0
USR-04467,58.88,B,20.66,True,0,6.0
USR-10415,58.88,B,15.12,True,0,8.0
USR-00878,58.88,B,41.72,False,0,7.0
USR-12825,58.86,B,78.34,False,0,9.0
USR-11169,58.85,B,3.01,True,0,9.0
USR-08615,58.85,B,26.19,True,0,7.0
USR-11092,58.84,B,141.05,False,0,9.0
USR-11486,58.83,B,6.39,True,0,9.0
USR-14704,58.83,B,5.08,True,0,7.0
USR-10068,58.83,B,133.36,False,0,6.0
USR-00004,58.83,B,23.38,False,0,10.0
USR-11631,58.82,B,96.39,False,0,6.0
USR-04880,58.82,B,16.66,True,0,7.0
USR-06132,58.82,B,75.93,False,0,7.0
USR-03199,58.8,B,210.74,False,0,8.0
USR-07194,58.78,B,35.75,False,0,10.0
USR-10798,58.77,B,67.74,False,0,6.0
USR-08512,58.76,B,44.46,False,0,7.0
USR-08518,58.75,B,5.52,True,0,10.0
USR-12246,58.74,B,99.78,False,0,7.0
USR-05681,58.74,B,64.57,False,0,7.0
USR-07344,58.74,B,29.7,False,0,9.0
USR-03246,58.73,B,6.75,True,0,8.0
USR-14049,58.73,B,138.99,False,0,6.0
USR-09745,58.72,B,7.51,True,0,7.0
USR-07309,58.72,B,17.0,True,0,6.0
USR-03962,58.71,B,3.12,True,0,8.0
USR-10915,58.71,B,27.38,False,0,9.0
USR-03747,58.71,B,27.82,False,0,9.0
USR-06296,58.71,B,21.31,True,0,6.0
USR-08654,58.7,B,8.76,True,0,7.0
USR-11429,58.69,B,6.97,True,0,10.0
USR-00780,58.69,B,23.56,False,0,8.0
USR-14687,58.67,B,25.71,False,0,7.0
USR-13169,58.65,B,250.61,False,0,8.0
USR-11278,58.65,B,13.23,True,0,8.0
USR-07287,58.64,B,7.0,True,0,8.0
USR-06797,58.64,B,24.14,False,0,8.0
USR-11186,58.63,B,57.89,False,0,10.0
USR-07137,58.63,B,64.11,True,0,6.0
USR-06354,58.63,B,27.19,False,0,9.0
USR-12731,58.62,B,6.52,True,0,6.0
USR-12017,58.61,B,6.91,True,0,10.0
USR-08554,58.59,B,51.51,False,0,6.0
USR-13095,58.59,B,13.55,True,0,8.0
USR-11187,58.59,B,267.98,False,0,7.0
USR-08140,58.58,B,19.84,True,0,6.0
USR-08255,58.58,B,46.17,False,0,7.0
USR-02144,58.57,B,25.36,True,0,6.0
USR-14303,58.57,B,4.85,True,0,9.0
USR-00562,58.55,B,8.92,True,0,7.0
USR-02688,58.55,B,7.42,True,0,8.0
USR-06321,58.54,B,30.85,False,0,8.0
USR-08111,58.54,B,177.98,False,0,9.0
USR-03155,58.53,B,36.22,False,0,7.0
USR-07119,58.53,B,70.24,False,0,10.0
USR-11501,58.52,B,16.03,False,0,10.0
USR-06600,58.52,B,49.78,False,0,10.0
USR-08580,58.52,B,31.09,False,0,8.0
USR-07299,58.52,B,23.06,False,0,9.0
USR-01541,58.52,B,9.66,True,0,9.0
USR-09213,58.51,B,19.11,True,0,8.0
USR-09487,58.5,B,6.66,True,0,8.0
USR-10984,58.49,B,213.98,False,0,6.0
USR-06183,58.48,B,25.95,False,0,9.0
USR-03708,58.48,B,74.11,False,0,8.0
USR-12436,58.47,B,34.06,False,0,9.0
USR-09286,58.47,B,8.06,True,0,8.0
USR-08668,58.47,B,14.16,True,0,9.0
USR-03305,58.46,B,24.84,False,0,7.0
USR-03603,58.46,B,0.0,True,1,8.0
USR-14293,58.45,B,122.51,False,0,7.0
USR-12127,58.43,B,20.0,True,0,6.0
USR-12071,58.43,B,58.93,False,0,6.0
USR-15025,58.43,B,31.24,False,0,8.0
USR-13528,58.42,B,179.4,False,0,7.0
USR-05870,58.42,B,13.97,True,0,5.0
USR-12975,58.42,B,128.1,False,0,7.0
USR-11837,58.42,B,9.34,True,0,10.0
USR-05910,58.42,B,10.83,True,0,7.0
USR-08874,58.4,B,5.5,True,0,8.0
USR-05323,58.39,B,89.44,False,0,6.0
USR-06188,58.39,B,149.13,False,0,8.0
USR-10029,58.38,B,9.02,True,0,8.0
USR-14998,58.38,B,24.99,False,0,8.0
USR-13023,58.36,B,6.38,True,0,9.0
USR-04973,58.35,B,4.72,True,0,10.0
USR-03398,58.34,B,39.2,False,0,9.0
USR-06320,58.34,B,42.94,True,0,3.0
USR-12386,58.34,B,23.85,False,0,10.0
USR-06624,58.33,B,70.6,False,0,7.0
USR-06322,58.33,B,20.07,True,0,6.0
USR-00645,58.33,B,17.51,True,0,6.0
USR-02884,58.32,B,65.75,False,0,7.0
USR-14682,58.32,B,312.85,False,0,6.0
USR-06028,58.32,B,7.53,True,0,8.0
USR-10491,58.32,B,12.4,True,0,8.0
USR-03435,58.32,B,98.27,False,0,7.0
USR-07705,58.3,B,43.57,False,0,8.0
USR-08046,58.3,B,5.26,True,0,9.0
USR-02617,58.3,B,6.82,True,0,10.0
USR-07620,58.29,B,6.11,True,0,9.0
USR-03513,58.29,B,18.76,True,0,6.0
USR-08484,58.28,B,17.53,True,0,7.0
USR-09864,58.28,B,56.85,False,0,7.0
USR-00365,58.28,B,14.8,True,0,8.0
USR-05863,58.28,B,33.12,False,0,9.0
USR-05377,58.27,B,19.51,True,0,6.0
USR-08149,58.27,B,339.49,False,0,8.0
USR-07367,58.24,B,721.09,False,0,6.0
USR-03730,58.24,B,13.33,True,0,8.0
USR-09972,58.23,B,6.51,True,0,7.0
USR-04146,58.23,B,35.67,False,0,7.0
USR-14656,58.22,B,9.64,True,0,8.0
USR-01653,58.22,B,29.06,True,0,6.0
USR-10411,58.22,B,3.73,True,0,10.0
USR-01579,58.21,B,55.28,False,0,7.0
USR-01381,58.21,B,15.71,True,0,7.0
USR-07505,58.19,B,19.98,True,0,6.0
USR-06760,58.19,B,377.59,False,0,7.0
USR-06888,58.19,B,31.62,True,0,6.0
USR-10229,58.18,B,23.04,True,0,6.0
USR-11974,58.17,B,17.19,True,0,7.0
USR-08102,58.17,B,125.7,False,0,7.0
USR-11043,58.16,B,24.56,True,0,7.0
USR-12393,58.16,B,28.64,True,0,7.0
USR-00983,58.16,B,32.12,False,0,8.0
USR-14313,58.15,B,8.47,True,0,6.0
USR-01328,58.15,B,11.6,False,1,9.0
USR-12092,58.15,B,20.95,True,0,7.0
USR-09345,58.14,B,15.07,True,0,7.0
USR-09411,58.12,B,102.87,False,0,7.0
USR-06186,58.12,B,7.88,True,0,6.0
USR-05380,58.1,B,9.48,True,0,7.0
USR-01632,58.08,B,10.93,True,0,6.0
USR-09576,58.07,B,7.03,True,0,10.0
USR-07471,58.05,B,102.0,False,0,8.0
USR-13198,58.05,B,4.28,True,0,8.0
USR-08087,58.04,B,27.52,False,0,7.0
USR-04376,58.03,B,10.73,True,0,10.0
USR-05942,58.01,B,15.76,True,0,7.0
USR-00807,58.01,B,24.09,False,0,8.0
USR-02035,58.0,B,36.29,False,0,7.0
USR-01759,58.0,B,10.56,True,0,9.0
USR-05546,58.0,B,18.55,True,0,7.0
USR-01378,57.99,B,4.51,True,0,7.0
USR-02662,57.99,B,72.21,False,0,10.0
USR-00338,57.99,B,10.27,True,0,9.0
USR-11045,57.98,B,11.97,True,0,6.0
USR-00129,57.96,B,42.68,False,0,7.0
USR-07025,57.95,B,23.02,True,0,8.0
USR-07484,57.94,B,11.04,True,0,10.0
USR-10028,57.94,B,246.01,False,0,9.0
USR-00696,57.94,B,23.74,False,0,10.0
USR-00134,57.94,B,39.09,False,0,7.0
USR-14411,57.93,B,20.63,True,0,6.0
USR-10107,57.92,B,71.0,False,0,7.0
USR-09423,57.92,B,27.5,True,0,3.0
USR-03640,57.92,B,0.0,True,1,8.0
USR-03837,57.91,B,14.31,True,0,7.0
USR-07919,57.9,B,28.31,True,0,3.0
USR-11214,57.89,B,27.49,False,0,9.0
USR-09545,57.88,B,8.4,True,0,6.0
USR-08371,57.88,B,39.95,False,0,7.0
USR-12110,57.86,B,69.66,False,0,10.0
USR-13401,57.84,B,20.77,False,0,10.0
USR-10707,57.84,B,18.21,True,0,6.0
USR-14443,57.84,B,35.61,False,0,9.0
USR-13713,57.84,B,12.36,False,1,7.0
USR-04561,57.83,B,22.05,False,0,7.0
USR-14906,57.83,B,14.25,True,0,8.0
USR-07561,57.83,B,9.13,True,0,10.0
USR-11454,57.83,B,32.9,False,0,10.0
USR-09083,57.82,B,5.6,True,0,8.0
USR-14897,57.82,B,39.21,True,0,6.0
USR-10108,57.82,B,18.15,True,0,7.0
USR-04292,57.81,B,0.22,True,0,9.0
USR-09645,57.81,B,5.51,True,0,9.0
USR-06408,57.8,B,13.5,True,0,6.0
USR-08383,57.79,B,230.05,False,0,6.0
USR-07162,57.79,B,234.38,False,0,6.0
USR-10248,57.79,B,54.77,False,0,7.0
USR-03172,57.78,B,3.9,True,0,9.0
USR-14304,57.78,B,8.87,True,0,7.0
USR-13562,57.76,B,15.01,True,0,9.0
USR-14919,57.75,B,4.78,True,0,10.0
USR-01377,57.74,B,23.85,False,0,9.0
USR-14731,57.73,B,17.85,True,0,6.0
USR-08267,57.72,B,109.15,False,0,6.0
USR-07840,57.72,B,16.5,True,0,6.0
USR-03277,57.7,B,5.77,True,0,9.0
USR-06250,57.69,B,6.07,True,0,8.0
USR-03798,57.68,B,6.92,False,1,10.0
USR-12183,57.68,B,26.28,False,0,9.0
USR-02772,57.67,B,37.66,False,0,9.0
USR-08133,57.67,B,6.65,True,0,8.0
USR-05905,57.67,B,96.14,False,0,10.0
USR-02992,57.66,B,1.9,True,0,9.0
USR-02497,57.66,B,20.03,True,0,7.0
USR-02187,57.65,B,82.89,False,0,6.0
USR-06656,57.65,B,49.86,False,0,9.0
USR-01805,57.65,B,140.72,False,0,7.0
USR-10419,57.64,B,24.4,False,0,10.0
USR-04731,57.62,B,31.13,False,0,7.0
USR-01312,57.62,B,135.58,False,0,7.0
USR-11111,57.61,B,7.14,True,0,8.0
USR-04787,57.61,B,26.07,True,0,6.0
USR-06699,57.61,B,8.49,True,0,8.0
USR-10417,57.6,B,82.53,False,0,7.0
USR-11656,57.6,B,13.58,True,0,7.0
USR-04061,57.57,B,24.74,True,0,6.0
USR-08979,57.57,B,187.09,False,0,7.0
USR-02068,57.56,B,10.78,True,0,9.0
USR-14859,57.56,B,14.17,True,0,10.0
USR-01350,57.56,B,26.24,False,0,9.0
USR-00802,57.55,B,6.71,True,0,7.0
USR-11077,57.55,B,26.33,False,0,8.0
USR-05001,57.55,B,39.92,False,0,7.0
USR-03449,57.55,B,2.2,True,0,10.0
USR-09160,57.54,B,180.22,False,0,7.0
USR-03766,57.54,B,9.84,True,0,7.0
USR-03050,57.53,B,17.34,True,0,7.0
USR-12794,57.53,B,23.85,True,0,7.0
USR-02067,57.53,B,20.36,False,0,8.0
USR-04599,57.52,B,95.46,False,0,10.0
USR-03080,57.51,B,17.74,True,0,8.0
USR-13072,57.48,B,19.87,False,0,9.0
USR-10809,57.48,B,15.19,True,0,6.0
USR-07482,57.47,B,56.99,False,0,8.0
USR-00472,57.46,B,24.07,False,0,8.0
USR-13552,57.46,B,62.05,False,0,7.0
USR-08089,57.44,B,2.07,True,0,10.0
USR-06691,57.43,B,15.24,False,0,9.0
USR-07523,57.43,B,29.97,False,0,8.0
USR-06983,57.43,B,49.18,False,0,7.0
USR-11829,57.41,B,6.24,True,0,7.0
USR-09010,57.41,B,26.76,True,0,5.0
USR-10370,57.4,B,16.03,True,0,6.0
USR-02595,57.4,B,22.51,False,0,7.0
USR-10440,57.39,B,31.88,False,0,10.0
USR-02451,57.38,B,0.0,True,1,10.0
USR-11365,57.37,B,18.33,True,0,6.0
USR-02629,57.36,B,15.03,True,0,10.0
USR-07574,57.36,B,3.68,True,0,10.0
USR-12086,57.35,B,120.9,False,0,7.0
USR-07838,57.34,B,24.55,False,0,9.0
USR-04238,57.32,B,26.86,False,0,9.0
USR-13520,57.31,B,26.15,False,0,8.0
USR-02890,57.3,B,43.76,False,0,7.0
USR-08340,57.3,B,307.81,False,0,6.0
USR-00492,57.3,B,51.2,False,0,7.0
USR-14095,57.29,B,19.98,False,0,9.0
USR-10478,57.29,B,17.03,False,0,9.0
USR-04499,57.28,B,29.22,False,0,7.0
USR-02191,57.28,B,49.51,False,0,10.0
USR-11497,57.28,B,10.97,True,0,10.0
USR-10985,57.27,B,6.77,True,0,6.0
USR-00891,57.27,B,28.68,True,0,4.0
USR-13735,57.25,B,16.51,False,0,9.0
USR-00162,57.23,B,2.86,True,0,9.0
USR-14208,57.22,B,6.26,True,0,8.0
USR-07810,57.21,B,17.19,True,0,6.0
USR-03462,57.21,B,26.93,True,0,7.0
USR-06723,57.21,B,123.46,False,0,7.0
USR-10788,57.21,B,7.3,True,0,9.0
USR-03935,57.2,B,25.34,True,0,9.0
USR-03734,57.2,B,91.96,False,0,6.0
USR-03116,57.18,B,9.21,True,0,7.0
USR-08129,57.18,B,68.29,False,0,7.0
USR-02536,57.17,B,11.82,True,0,7.0
USR-10545,57.17,B,18.53,False,0,10.0
USR-07038,57.16,B,48.9,False,0,7.0
USR-12500,57.16,B,42.68,False,0,8.0
USR-07698,57.14,B,8.59,True,0,8.0
USR-01083,57.14,B,33.05,False,0,7.0
USR-14216,57.12,B,437.35,False,0,8.0
USR-13187,57.12,B,0.0,True,1,7.0
USR-01854,57.11,B,89.43,False,0,9.0
USR-11029,57.11,B,17.73,True,0,6.0
USR-02896,57.09,B,10.58,True,0,9.0
USR-10536,57.07,B,68.44,False,0,9.0
USR-03634,57.06,B,131.5,False,0,6.0
USR-10579,57.06,B,80.68,False,0,6.0
USR-03023,57.06,B,20.95,False,0,9.0
USR-08097,57.05,B,8.07,True,0,9.0
USR-11303,57.05,B,17.21,True,0,8.0
USR-03338,57.05,B,13.37,False,0,10.0
USR-10573,57.05,B,56.46,False,0,7.0
USR-08054,57.04,B,27.68,False,0,9.0
USR-03460,57.04,B,31.64,False,0,10.0
USR-09090,57.03,B,28.59,False,0,9.0
USR-12070,57.01,B,7.04,True,0,9.0
USR-07325,57.01,B,7.17,True,0,8.0
USR-06626,57.0,B,12.23,True,1,5.0
USR-02027,56.99,B,18.96,True,0,7.0
USR-01266,56.99,B,38.17,False,0,8.0
USR-07297,56.99,B,23.26,False,0,8.0
USR-09357,56.99,B,92.67,False,0,6.0
USR-06439,56.98,B,7.99,True,0,6.0
USR-11635,56.98,B,3.46,True,0,10.0
USR-07579,56.98,B,6.46,True,0,9.0
USR-01450,56.97,B,5.9,True,0,10.0
USR-05727,56.96,B,2.42,True,0,7.0
USR-14666,56.96,B,7.77,True,0,8.0
USR-11157,56.95,B,24.11,False,0,8.0
USR-02601,56.95,B,22.06,False,0,9.0
USR-06981,56.95,B,12.85,True,0,7.0
USR-10803,56.94,B,0.0,True,0,10.0
USR-10325,56.94,B,30.63,False,0,7.0
USR-07203,56.94,B,33.09,True,0,7.0
USR-08631,56.93,B,57.71,False,0,7.0
USR-00066,56.92,B,12.33,True,0,7.0
USR-13771,56.91,B,32.65,False,0,7.0
USR-03642,56.89,B,13.39,True,0,10.0
USR-07003,56.89,B,2.06,True,0,7.0
USR-06093,56.89,B,19.46,True,0,6.0
USR-14202,56.88,B,13.98,True,0,8.0
USR-05170,56.88,B,791.69,False,0,6.0
USR-02204,56.88,B,26.32,False,0,10.0
USR-05683,56.86,B,25.78,True,0,6.0
USR-05355,56.86,B,29.28,False,0,10.0
USR-01592,56.85,B,0.0,True,0,9.0
USR-06856,56.84,B,1.21,True,0,8.0
USR-03233,56.83,B,28.13,False,0,8.0
USR-10854,56.82,B,606.32,False,0,6.0
USR-05838,56.81,B,10.44,False,0,10.0
USR-07293,56.8,B,20.32,False,0,8.0
USR-08875,56.78,B,37.71,False,0,8.0
USR-11009,56.78,B,6.57,True,0,9.0
USR-00147,56.77,B,17.86,True,0,6.0
USR-06871,56.76,B,29.23,False,0,9.0
USR-02714,56.75,B,1.8,True,0,10.0
USR-09219,56.74,B,48.82,False,0,7.0
USR-00423,56.73,B,14.27,True,0,7.0
USR-15003,56.73,B,15.3,False,0,10.0
USR-01677,56.72,B,51.07,False,0,8.0
USR-10634,56.72,B,14.55,False,0,9.0
USR-01927,56.72,B,30.41,False,0,7.0
USR-11522,56.72,B,63.43,False,0,8.0
USR-01753,56.71,B,37.37,False,0,10.0
USR-06460,56.7,B,14.32,False,0,10.0
USR-00894,56.7,B,17.73,True,0,8.0
USR-14980,56.69,B,33.17,False,0,8.0
USR-12273,56.69,B,69.34,False,0,7.0
USR-10085,56.69,B,15.14,True,0,8.0
USR-01509,56.68,B,69.91,False,0,6.0
USR-07178,56.67,B,94.25,False,0,6.0
USR-13567,56.67,B,25.97,False,0,9.0
USR-12546,56.66,B,83.12,False,0,8.0
USR-08807,56.66,B,42.72,False,0,7.0
USR-08549,56.65,B,5.45,True,0,10.0
USR-04027,56.65,B,1.1,True,0,9.0
USR-04254,56.65,B,56.38,False,0,7.0
USR-04337,56.64,B,30.52,False,0,6.0
USR-01318,56.63,B,19.02,False,0,10.0
USR-06588,56.63,B,37.55,False,0,9.0
USR-07258,56.63,B,8.59,True,0,9.0
USR-11235,56.61,B,22.13,False,0,7.0
USR-00752,56.6,B,33.86,False,0,7.0
USR-14246,56.59,B,5.73,True,0,8.0
USR-10471,56.59,B,36.91,False,0,10.0
USR-01165,56.58,B,4.01,True,0,8.0
USR-05575,56.58,B,8.09,True,0,10.0
USR-03944,56.57,B,156.82,False,0,6.0
USR-04063,56.57,B,22.15,False,0,9.0
USR-01348,56.56,B,4.19,True,0,7.0
USR-04993,56.56,B,7.32,True,0,9.0
USR-03553,56.56,B,26.46,True,0,6.0
USR-04159,56.55,B,22.51,False,1,8.0
USR-02362,56.53,B,3.99,True,0,8.0
USR-15004,56.52,B,26.67,False,0,7.0
USR-08271,56.51,B,25.96,False,0,7.0
USR-04531,56.51,B,17.51,True,0,6.0
USR-13160,56.5,B,30.81,False,0,7.0
USR-01661,56.49,B,13.23,True,0,6.0
USR-05852,56.49,B,14.37,True,0,7.0
USR-00845,56.48,B,2.04,True,0,7.0
USR-02553,56.47,B,326.52,False,0,7.0
USR-14636,56.47,B,252.16,False,0,6.0
USR-01473,56.47,B,125.63,False,0,6.0
USR-07410,56.46,B,10.07,True,0,8.0
USR-09275,56.45,B,8.23,True,0,7.0
USR-07663,56.45,B,26.94,False,0,9.0
USR-10336,56.44,B,54.56,False,0,8.0
USR-01027,56.44,B,9.6,True,0,9.0
USR-13271,56.43,B,18.81,False,0,10.0
USR-03612,56.43,B,17.95,False,0,8.0
USR-02746,56.42,B,6.94,True,0,8.0
USR-11796,56.42,B,7.46,True,0,8.0
USR-03882,56.42,B,1.35,True,0,9.0
USR-13493,56.41,B,27.07,False,0,7.0
USR-03731,56.41,B,60.01,True,0,3.0
USR-13913,56.41,B,16.08,True,0,7.0
USR-07016,56.41,B,4.84,True,0,9.0
USR-14646,56.4,B,139.26,False,0,7.0
USR-09000,56.4,B,9.27,True,0,6.0
USR-05959,56.38,B,0.0,True,0,9.0
USR-06037,56.37,B,20.23,True,0,6.0
USR-04439,56.37,B,7.99,True,0,6.0
USR-01698,56.36,B,10.13,True,0,7.0
USR-03313,56.35,B,37.68,True,0,6.0
USR-04021,56.35,B,13.15,True,0,10.0
USR-00637,56.34,B,24.16,True,0,3.0
USR-11850,56.34,B,19.22,True,0,7.0
USR-13179,56.34,B,19.02,False,0,8.0
USR-05480,56.33,B,9.88,True,0,7.0
USR-12746,56.33,B,79.88,False,0,8.0
USR-10861,56.33,B,45.59,False,0,8.0
USR-03632,56.32,B,16.11,True,0,7.0
USR-11475,56.31,B,84.71,False,0,7.0
USR-09579,56.3,B,17.24,True,0,7.0
USR-14166,56.3,B,3.39,True,0,10.0
USR-03021,56.29,B,6.88,True,0,8.0
USR-04068,56.26,B,14.2,True,0,10.0
USR-00287,56.25,B,69.54,False,0,8.0
USR-12321,56.25,B,59.47,False,0,7.0
USR-00666,56.25,B,12.0,True,0,9.0
USR-12990,56.24,B,3.88,True,0,10.0
USR-00841,56.23,B,43.26,False,0,7.0
USR-11174,56.22,B,7.04,True,0,7.0
USR-06575,56.21,B,13.41,True,0,6.0
USR-12254,56.19,B,11.4,True,0,7.0
USR-10977,56.17,B,5.1,True,0,9.0
USR-03125,56.17,B,19.91,False,0,9.0
USR-04952,56.15,B,30.29,False,0,7.0
USR-13281,56.13,B,56.17,False,0,7.0
USR-04919,56.13,B,14.56,True,0,9.0
USR-02339,56.11,B,0.79,True,0,8.0
USR-13017,56.11,B,36.4,False,0,9.0
USR-09879,56.1,B,22.23,False,0,10.0
USR-10506,56.09,B,9.19,True,0,9.0
USR-05742,56.09,B,29.51,False,0,9.0
USR-04005,56.09,B,40.42,False,0,8.0
USR-03224,56.08,B,21.83,False,0,9.0
USR-10548,56.07,B,17.91,False,0,10.0
USR-01564,56.06,B,10.3,True,0,10.0
USR-02459,56.06,B,36.13,True,0,6.0
USR-04094,56.06,B,22.06,False,0,9.0
USR-14838,56.05,B,15.71,True,0,6.0
USR-06159,56.05,B,13.84,True,0,7.0
USR-07388,56.05,B,28.76,False,0,7.0
USR-01308,56.05,B,18.18,True,0,6.0
USR-11853,56.03,B,11.65,True,0,7.0
