user_id,cashback_perdido_mensual,segmento,nomina_domiciliada,ingreso_mensual_mxn,score_buro,edad,ocupacion,satisfaccion_1_10,dias_desde_ultimo_login,num_productos_activos
USR-04180,14.102577777777777,C,True,10500,592,27,Empleado,10.0,16,3
USR-04183,16.266455555555556,C,True,17500,735,48,Empleado,6.0,12,4
USR-04185,22.42716,C,True,34500,574,55,Empleado,8.0,3,3
USR-04188,152.93599999999998,B,False,49000,728,28,Independiente,7.0,2,2
USR-04189,43.22333,C,False,18500,778,41,Independiente,10.0,3,3
USR-04192,13.290325,C,False,7000,324,30,Independiente,3.0,24,3
USR-04196,43.62838000000001,C,False,67000,835,38,Empleado,7.0,5,3
USR-04198,12.490644444444444,C,False,15000,494,43,Empleado,5.0,2,1
USR-04199,6.934,C,False,14500,428,41,Independiente,,14,2
USR-04200,10.85299090909091,C,True,28500,536,50,Empleado,7.0,17,1
USR-04201,21.96633,C,True,9500,574,52,Empleado,6.0,5,2
USR-04202,13.47385,C,True,19000,314,36,Empleado,3.0,12,1
USR-04204,13.012014285714287,C,False,19500,489,37,Independiente,4.0,23,3
USR-04206,29.819066666666668,C,True,27500,591,50,Empleado,7.0,17,2
USR-04207,129.06343999999999,B,False,27000,750,30,Independiente,7.0,9,3
USR-04208,11.3056,C,False,9000,441,39,Independiente,4.0,128,1
USR-04209,4.943066666666667,C,False,8000,498,54,Desempleado,5.0,116,1
USR-04210,24.0026125,C,True,15000,717,41,Empleado,10.0,8,3
USR-04211,28.131463636363637,C,True,15000,737,27,Empleado,,19,2
USR-04213,17.1712375,C,True,21500,616,30,Empleado,9.0,17,3
USR-04215,7.556666666666666,C,True,7000,466,58,Empleado,6.0,124,0
USR-04216,15.63267,C,True,15000,735,42,Empleado,9.0,4,4
USR-04217,75.34878333333334,C,False,79000,702,50,Empresario,9.0,5,4
USR-04218,96.13962222222223,C,False,36000,568,44,Empresario,6.0,11,3
USR-04220,46.190039999999996,C,False,21500,511,44,Empleado,3.0,14,0
USR-04221,13.899866666666668,C,True,11000,532,46,Empleado,5.0,23,2
USR-04225,4.30865,C,False,25500,407,54,Jubilado,4.0,142,0
USR-04226,12.54559,C,False,12000,317,49,Empleado,4.0,7,1
USR-04227,140.85475714285715,B,False,33000,551,40,Independiente,10.0,8,4
USR-04228,0.0,C,False,20000,575,36,Desempleado,6.0,82,1
USR-04229,16.3364875,C,False,12000,385,39,Independiente,6.0,11,2
USR-04231,11.276271428571429,C,False,8500,470,26,Empleado,5.0,10,3
USR-04233,70.85486666666667,C,True,17500,427,50,Empleado,5.0,14,1
USR-04236,15.565844444444444,C,False,20500,301,43,Empleado,6.0,19,1
USR-04238,46.6297,C,False,53000,615,52,Empresario,9.0,7,2
USR-04244,13.671288888888888,C,True,31500,635,39,Empleado,6.0,18,3
USR-04247,7.23418,C,False,15500,450,24,Empleado,4.0,47,2
USR-04249,3.7107,C,True,13000,431,46,Empleado,6.0,140,0
USR-04254,36.1268,C,False,43000,700,35,Independiente,,16,2
USR-04256,15.392128571428572,C,True,14500,488,32,Empleado,10.0,1,2
USR-04257,23.49116666666667,C,True,35500,579,35,Empleado,6.0,7,3
USR-04258,9.883522222222222,C,True,6500,430,29,Empleado,7.0,18,3
USR-04260,14.40198,C,True,18500,587,22,Empleado,8.0,0,2
USR-04262,12.785219999999999,C,True,16500,576,46,Empleado,9.0,1,3
USR-04265,3.6597333333333335,C,False,14500,419,39,Independiente,5.0,79,1
USR-04268,143.37978,B,False,44000,590,44,Empresario,9.0,8,4
USR-04270,25.839745454545458,C,True,15500,485,32,Empleado,9.0,3,2
USR-04274,9.362770000000001,C,False,6500,530,44,Independiente,7.0,20,2
USR-04275,0.0,C,False,24500,703,54,Desempleado,6.0,31,0
USR-04278,3.8449500000000003,C,False,34500,488,42,Empleado,5.0,101,2
USR-04280,10.262554545454547,C,False,17000,585,41,Independiente,,14,3
USR-04281,9.3767,C,False,7500,525,33,Independiente,7.0,3,1
USR-04282,10.88174,C,False,28000,556,21,Estudiante,8.0,1,1
USR-04285,13.433528571428571,C,False,15500,456,37,Empleado,6.0,10,1
USR-04286,137.9002625,B,False,69000,660,36,Independiente,6.0,14,3
USR-04289,4.88645,C,False,33000,661,51,Independiente,4.0,156,0
USR-04290,38.75891428571429,C,True,36000,593,32,Empleado,9.0,18,5
USR-04291,39.215827272727275,C,False,21000,686,50,Independiente,7.0,4,3
USR-04292,12.208029999999999,C,True,22500,662,29,Empleado,9.0,0,2
USR-04299,12.6585375,C,False,13000,355,50,Independiente,5.0,12,2
USR-04300,170.1763875,B,False,34000,796,52,Independiente,10.0,10,3
USR-04301,10.205416666666666,C,False,12000,531,39,Independiente,3.0,2,2
USR-04303,22.83379,C,True,11000,605,54,Empleado,6.0,0,3
USR-04305,152.38172222222224,B,False,43000,712,55,Empresario,6.0,0,4
USR-04306,14.11397,C,False,24000,521,44,Independiente,7.0,11,2
USR-04307,28.30817272727273,C,True,11500,713,48,Empleado,10.0,18,3
USR-04310,21.19857,C,True,10500,501,31,Empleado,7.0,9,2
USR-04312,23.9242,C,False,14000,492,42,Empleado,4.0,17,2
USR-04314,25.1735,C,True,10000,494,51,Empleado,6.0,12,2
USR-04315,2.8346,C,False,34500,408,42,Desempleado,,130,1
USR-04316,6.14735,C,True,27500,553,47,Empleado,5.0,146,0
USR-04317,34.807,C,False,33000,611,41,Empleado,7.0,18,2
USR-04318,28.151642857142857,C,False,45000,653,31,Empleado,9.0,6,2
USR-04319,4.6206000000000005,C,False,10500,621,59,Estudiante,,173,0
USR-04320,18.28877272727273,C,True,21500,567,35,Empleado,6.0,2,3
USR-04321,15.453912500000001,C,True,34500,637,34,Empleado,7.0,4,0
USR-04322,13.032849999999998,C,False,21000,376,34,Empleado,5.0,5,1
USR-04323,15.921172727272728,C,False,15500,573,32,Empleado,7.0,6,0
USR-04327,38.213187500000004,C,False,31000,764,53,Independiente,10.0,7,4
USR-04331,12.250216666666667,C,False,23000,382,34,Empleado,3.0,4,1
USR-04333,47.2466,C,False,74000,779,47,Independiente,10.0,10,4
USR-04334,121.96255555555555,B,False,75000,757,52,Empresario,7.0,7,3
USR-04335,12.042822222222222,C,False,9000,519,32,Empleado,7.0,1,1
USR-04336,9.21336,C,False,9000,384,59,Estudiante,7.0,145,1
USR-04337,187.19635555555556,B,False,56000,777,52,Independiente,6.0,8,2
USR-04338,30.28365,C,False,46000,620,41,Empleado,9.0,10,3
USR-04340,2.92305,C,False,32000,622,48,Empleado,6.0,59,1
USR-04341,24.917077777777777,C,True,17500,772,25,Empleado,6.0,8,3
USR-04343,16.24507777777778,C,True,31000,732,33,Empleado,8.0,19,2
USR-04344,17.500833333333333,C,True,37500,676,46,Empleado,9.0,11,1
USR-04350,26.36455,C,False,21000,815,47,Empleado,9.0,17,3
USR-04351,11.4429125,C,True,17000,516,50,Empleado,7.0,6,2
USR-04352,17.74322,C,True,18500,303,29,Empleado,3.0,17,3
USR-04353,27.604566666666667,C,True,36000,514,43,Empleado,10.0,15,2
USR-04354,33.166075,C,False,61000,710,51,Empleado,10.0,14,2
USR-04357,49.742512500000004,C,False,24000,515,30,Independiente,6.0,3,1
USR-04361,30.08066,C,True,34500,683,32,Empleado,7.0,1,3
USR-04362,32.6811625,C,False,57000,766,52,Independiente,8.0,18,3
USR-04366,10.11,C,False,14000,532,59,Empleado,6.0,58,0
USR-04368,7.5653999999999995,C,False,17500,434,52,Desempleado,,40,1
USR-04370,151.6095777777778,B,False,59000,542,38,Independiente,6.0,6,3
USR-04372,10.400433333333332,C,True,17000,537,29,Empleado,8.0,2,2
USR-04374,18.258044444444447,C,False,12000,309,45,Empresario,7.0,3,2
USR-04376,21.53733,C,True,11500,632,54,Empleado,10.0,9,4
USR-04377,14.163275,C,True,21000,406,48,Empleado,5.0,23,1
USR-04380,15.072863636363637,C,True,15000,597,34,Empleado,,3,4
USR-04381,13.043244444444445,C,True,22500,316,27,Empleado,3.0,7,2
USR-04383,22.697544444444446,C,True,27500,724,55,Empleado,,19,4
USR-04385,124.7190125,B,False,67000,604,48,Independiente,6.0,2,5
USR-04387,6.056066666666666,C,True,20000,655,47,Empleado,6.0,105,1
USR-04389,18.4847,C,True,25500,668,29,Empleado,10.0,1,3
USR-04390,15.984663636363637,C,True,38500,513,45,Empleado,10.0,5,3
USR-04391,5.87735,C,False,24000,522,53,Desempleado,4.0,132,1
USR-04392,12.48135,C,False,10000,303,26,Empleado,3.0,24,2
USR-04398,23.204683333333335,C,True,9000,330,30,Empleado,3.0,17,2
USR-04399,2.4494000000000002,C,False,31000,643,46,Empleado,7.0,60,0
USR-04400,11.660577777777778,C,False,8000,586,31,Empleado,6.0,3,1
USR-04401,3.6618999999999997,C,False,18000,508,52,Desempleado,4.0,40,1
USR-04402,6.6678,C,False,30500,668,41,Empleado,,110,0
USR-04403,28.19367142857143,C,False,39000,696,54,Empresario,8.0,12,3
USR-04406,13.25722,C,True,15500,779,29,Empleado,8.0,6,3
USR-04407,7.39125,C,False,22500,521,50,Desempleado,5.0,125,0
USR-04408,34.58065,C,True,13500,742,46,Empleado,6.0,1,4
USR-04410,20.4311875,C,True,36500,697,42,Empleado,10.0,15,1
USR-04411,13.0893625,C,False,21000,516,50,Empleado,3.0,22,2
USR-04412,17.510266666666666,C,False,23000,315,27,Independiente,6.0,4,1
USR-04417,183.16429,B,False,95000,702,39,Independiente,9.0,14,2
USR-04419,5.325333333333333,C,False,34000,426,48,Jubilado,5.0,72,1
USR-04422,214.13318181818184,B,False,40000,741,30,Empresario,9.0,5,3
USR-04423,6.148725000000001,C,True,21500,593,37,Empleado,4.0,47,1
USR-04427,54.72957777777778,C,False,51000,846,46,Independiente,10.0,6,3
USR-04428,167.80766666666668,B,False,81000,809,47,Independiente,7.0,6,3
USR-04429,18.90536,C,False,7500,584,24,Independiente,7.0,19,2
USR-04430,5.1644499999999995,C,True,7000,694,38,Empleado,,73,1
USR-04431,33.513711111111114,C,False,71000,843,46,Independiente,9.0,9,4
USR-04432,241.23360000000002,B,False,85000,754,53,Independiente,10.0,14,2
USR-04434,2.1244666666666667,C,False,23500,424,34,Empleado,4.0,42,2
USR-04437,147.48646000000002,B,False,44000,712,36,Independiente,10.0,14,4
USR-04439,23.13886666666667,C,True,31000,760,55,Empleado,6.0,14,1
USR-04445,34.05336666666667,C,False,31000,819,42,Empleado,10.0,18,2
USR-04455,16.059028571428573,C,False,24000,303,38,Empresario,6.0,1,2
USR-04456,12.0828,C,False,34000,503,22,Empleado,6.0,166,1
USR-04458,15.044736363636362,C,False,24500,333,27,Empleado,5.0,6,1
USR-04459,52.592816666666664,C,True,76000,761,30,Empleado,10.0,15,4
USR-04460,199.40972222222223,B,False,97000,780,52,Empresario,8.0,3,3
USR-04461,1.1921,C,True,30500,598,48,Empleado,6.0,77,0
USR-04462,16.466079999999998,C,True,13000,716,29,Empleado,8.0,13,4
USR-04465,19.056722222222223,C,True,14000,483,33,Empleado,9.0,3,2
USR-04466,44.914280000000005,C,False,16000,486,38,Empresario,7.0,0,3
USR-04467,26.749920000000003,C,True,25000,506,54,Empleado,6.0,8,3
USR-04471,9.40764,C,True,6500,329,29,Empleado,7.0,14,1
USR-04474,11.472957142857142,C,False,22500,558,44,Empleado,6.0,24,0
USR-04477,0.0,C,True,27500,393,37,Empleado,7.0,97,1
USR-04479,193.48042,B,False,84000,524,45,Empresario,8.0,2,2
USR-04481,132.07536,B,False,69000,694,42,Empresario,8.0,7,1
USR-04482,15.227155555555555,C,True,19500,343,35,Empleado,5.0,12,2
USR-04486,155.52731428571428,B,False,42000,722,31,Empresario,9.0,2,2
USR-04487,14.92323,C,True,15000,593,31,Empleado,,6,1
USR-04488,22.55535,C,True,14000,670,38,Empleado,7.0,3,3
USR-04492,3.0734,C,False,16500,633,26,Desempleado,4.0,66,1
USR-04496,4.1503000000000005,C,False,17000,454,30,Desempleado,6.0,50,1
USR-04498,28.902942857142857,C,True,36000,682,40,Empleado,,3,3
USR-04499,36.6129125,C,False,29000,844,59,Independiente,,6,5
USR-04504,107.89759999999998,B,False,48000,551,43,Independiente,9.0,2,2
USR-04505,4.9215,C,False,8500,543,29,Independiente,5.0,77,0
USR-04506,7.015580000000002,C,False,23000,432,39,Independiente,7.0,7,1
USR-04507,24.663162500000002,C,True,15000,615,48,Empleado,10.0,12,3
USR-04512,19.38727,C,True,28500,749,36,Empleado,6.0,17,2
USR-04513,13.75364,C,True,9000,516,41,Empleado,10.0,19,3
USR-04516,5.152150000000001,C,False,32000,620,33,Desempleado,7.0,101,0
USR-04517,21.182477777777777,C,True,21000,532,37,Empleado,10.0,8,3
USR-04518,0.0,C,False,22500,677,28,Independiente,6.0,134,0
USR-04520,24.955236363636367,C,True,15000,716,31,Empleado,8.0,5,2
USR-04521,16.796742857142856,C,False,18500,561,33,Empleado,6.0,11,1
USR-04522,180.9128,B,False,39000,736,29,Empresario,6.0,5,1
USR-04523,12.938811111111113,C,False,11500,545,27,Empleado,3.0,9,1
USR-04524,19.615963636363634,C,True,19000,704,36,Empleado,7.0,11,4
USR-04527,11.1942,C,False,7500,492,48,Estudiante,5.0,138,1
USR-04529,18.4718875,C,True,18000,380,44,Empleado,6.0,21,1
USR-04531,23.444555555555556,C,True,21000,567,48,Empleado,6.0,11,2
USR-04532,25.898836363636363,C,True,34000,641,40,Empleado,8.0,2,3
USR-04533,16.163990000000002,C,False,14000,447,22,Empleado,9.0,3,2
USR-04537,2.7254,C,False,9500,539,22,Desempleado,4.0,179,2
USR-04541,18.23783636363636,C,False,7000,652,18,Estudiante,9.0,3,2
USR-04543,4.1615,C,False,10500,478,47,Independiente,4.0,46,1
USR-04544,16.47559090909091,C,True,29000,774,20,Empleado,7.0,3,3
USR-04546,10.967820000000001,C,False,16000,571,35,Empresario,3.0,18,2
USR-04547,23.689628571428575,C,True,36500,634,29,Empleado,,19,4
USR-04548,10.6772625,C,False,19500,473,37,Empleado,6.0,14,2
USR-04549,5.464633333333333,C,False,29000,653,55,Empleado,6.0,175,1
USR-04550,5.209525,C,False,5000,449,53,Desempleado,7.0,90,1
USR-04552,16.483349999999998,C,False,15000,567,34,Empleado,5.0,14,2
USR-04559,246.42955555555557,B,False,71000,550,29,Independiente,9.0,10,4
USR-04560,18.681642857142858,C,False,17500,407,46,Empresario,3.0,0,3
USR-04561,33.98511111111111,C,False,68000,734,53,Empleado,7.0,3,3
USR-04562,4.8388,C,False,16000,417,32,Jubilado,6.0,57,0
USR-04563,11.2313,C,False,17000,575,24,Independiente,4.0,23,1
USR-04564,8.9876,C,False,12500,625,29,Empleado,4.0,174,0
USR-04567,11.313442857142858,C,False,20000,513,31,Empleado,3.0,18,1
USR-04571,27.409489999999998,C,True,35000,622,25,Empleado,,11,2
USR-04572,15.359990000000002,C,True,18500,711,47,Empleado,6.0,5,2
USR-04573,152.05388,B,False,48000,798,49,Empresario,9.0,14,3
USR-04579,16.2251125,C,False,17000,456,50,Empleado,3.0,15,3
USR-04582,29.87100909090909,C,True,32500,666,48,Empleado,8.0,9,4
USR-04584,7.731816666666667,C,False,9000,514,45,Empleado,,20,1
USR-04585,37.47061,C,False,50500,710,28,Empleado,9.0,1,3
USR-04588,12.833029999999999,C,True,24500,302,26,Empleado,4.0,15,2
USR-04589,12.345225,C,False,8500,540,46,Independiente,6.0,14,2
USR-04593,12.53576,C,False,17000,556,26,Independiente,7.0,22,3
USR-04594,25.213885714285716,C,True,10500,607,27,Empleado,9.0,11,2
USR-04595,114.67755,B,False,51000,553,34,Independiente,9.0,3,4
USR-04596,23.174254545454545,C,True,14000,532,50,Empleado,8.0,17,2
USR-04597,32.67088,C,True,17000,693,36,Empleado,10.0,1,3
USR-04599,162.2848,B,False,31000,523,50,Empresario,10.0,11,3
USR-04600,128.56844,B,False,77000,554,46,Empresario,8.0,9,3
USR-04601,21.809275,C,True,37500,549,55,Empleado,8.0,19,3
USR-04602,5.734185714285714,C,True,9500,570,37,Empleado,,22,2
USR-04605,5.504600000000001,C,False,26500,527,53,Empleado,5.0,41,0
USR-04606,15.058775,C,True,23000,439,28,Empleado,5.0,16,1
USR-04608,12.948749999999999,C,False,11000,327,30,Independiente,7.0,1,3
USR-04610,0.0,C,False,29500,403,37,Independiente,7.0,180,1
USR-04611,3.5333500000000004,C,False,21000,713,50,Jubilado,7.0,143,0
USR-04613,17.4349375,C,True,15000,695,35,Empleado,6.0,10,2
USR-04614,5.146766666666667,C,False,17500,495,44,Independiente,6.0,41,1
USR-04615,27.911190000000005,C,True,27500,527,36,Empleado,10.0,1,2
USR-04616,3.0496499999999997,C,False,8500,545,27,Independiente,4.0,65,1
USR-04619,10.6702,C,False,15500,454,46,Independiente,3.0,7,0
USR-04620,14.337583333333335,C,False,21500,314,49,Empleado,6.0,12,1
USR-04624,21.31425,C,True,26500,560,43,Empleado,6.0,0,4
USR-04627,239.61016,B,False,56000,721,48,Independiente,9.0,2,3
USR-04628,88.54828,C,False,31000,801,52,Empresario,7.0,9,2
USR-04630,13.039566666666666,C,False,20500,379,46,Independiente,,0,1
USR-04631,33.059870000000004,C,True,32000,743,54,Empleado,9.0,6,1
USR-04634,10.662627272727274,C,True,9000,645,25,Empleado,9.0,0,2
USR-04636,22.440633333333334,C,True,25000,667,43,Empleado,9.0,12,2
USR-04638,10.782000000000002,C,True,22500,554,35,Empleado,5.0,2,1
USR-04639,10.2163,C,False,20000,516,26,Empleado,8.0,0,2
USR-04641,129.48502727272728,B,False,69000,660,47,Empresario,8.0,13,2
USR-04643,170.05811111111112,B,False,93000,595,54,Empresario,7.0,6,3
USR-04645,9.290728571428572,C,False,18500,309,27,Empleado,5.0,7,1
USR-04646,11.855863636363637,C,False,28500,477,26,Empleado,10.0,0,1
USR-04649,22.94097777777778,C,True,28000,671,37,Empleado,10.0,5,2
USR-04651,92.5817375,C,False,41000,752,44,Empresario,10.0,2,3
USR-04652,31.808822222222222,C,False,51000,708,39,Independiente,8.0,6,4
USR-04653,0.0,C,False,25500,692,32,Independiente,5.0,173,1
USR-04654,4.4520333333333335,C,False,11000,697,24,Desempleado,7.0,87,0
USR-04658,14.6198625,C,True,38000,562,31,Empleado,10.0,5,3
USR-04659,13.3275375,C,True,31500,580,33,Empleado,7.0,17,1
USR-04661,7.288375,C,False,4500,566,57,Estudiante,7.0,117,2
USR-04663,14.17661,C,True,9500,387,34,Empleado,,19,2
USR-04664,12.648936363636365,C,False,22000,484,18,Empleado,7.0,3,1
USR-04665,12.44529090909091,C,False,12000,477,27,Independiente,9.0,1,2
USR-04666,9.998600000000001,C,False,34500,689,41,Independiente,6.0,110,1
USR-04668,14.877320000000001,C,False,24500,387,37,Empleado,3.0,7,2
USR-04671,7.2855428571428575,C,False,12000,473,27,Empleado,5.0,1,2
USR-04672,15.54598,C,False,19500,409,34,Empresario,5.0,7,1
USR-04673,22.139136363636364,C,True,25000,611,45,Empleado,6.0,5,3
USR-04674,15.237377777777779,C,True,19000,321,33,Empleado,6.0,4,1
USR-04675,11.197188888888888,C,False,28000,755,23,Estudiante,10.0,3,1
USR-04677,22.488725000000002,C,False,17500,299,38,Independiente,4.0,23,1
USR-04680,6.193133333333333,C,False,18500,672,54,Empleado,7.0,71,1
USR-04682,11.693475,C,True,20000,693,34,Empleado,7.0,12,3
USR-04688,1.4625000000000001,C,False,29500,371,53,Independiente,5.0,86,1
USR-04693,189.84748181818185,B,False,28000,637,36,Independiente,7.0,1,3
USR-04694,19.015150000000002,C,False,13000,380,41,Empleado,4.0,19,1
USR-04695,21.180025,C,True,17500,412,34,Empleado,6.0,8,1
USR-04696,177.2023888888889,B,False,89000,719,33,Empresario,7.0,12,2
USR-04698,19.097925,C,False,12500,424,30,Independiente,6.0,18,1
USR-04702,7.37075,C,False,24000,460,26,Desempleado,6.0,148,2
USR-04705,197.50122727272728,B,False,35000,800,42,Empresario,7.0,12,3
USR-04706,40.31336,C,False,18500,707,43,Empleado,8.0,5,3
USR-04708,18.992109090909093,C,True,31000,529,47,Empleado,7.0,3,4
USR-04709,7.1772,C,False,20000,383,54,Desempleado,7.0,134,0
USR-04710,10.969936363636364,C,False,20500,636,23,Empleado,,3,2
USR-04711,5.859471428571429,C,False,11500,564,39,Empleado,6.0,1,2
USR-04716,6.186,C,False,28500,668,57,Jubilado,6.0,55,0
USR-04717,147.5008,B,False,53000,600,36,Empresario,8.0,9,2
USR-04718,13.386836363636364,C,False,8500,378,29,Empleado,4.0,3,2
USR-04719,3.6196,C,False,24000,516,56,Independiente,5.0,147,1
USR-04720,13.771222222222223,C,True,19500,745,44,Empleado,9.0,9,4
USR-04722,15.079136363636364,C,False,14000,644,27,Empleado,9.0,1,1
USR-04724,160.815,B,False,60000,721,35,Independiente,9.0,3,3
USR-04726,19.347454545454546,C,True,18500,484,31,Empleado,,15,1
USR-04727,5.14965,C,False,18000,573,25,Empleado,6.0,84,0
USR-04729,9.42505,C,False,23500,586,36,Independiente,,24,0
USR-04731,46.69597,C,False,43000,826,32,Independiente,7.0,11,1
USR-04732,20.495216666666668,C,True,38500,680,52,Empleado,9.0,18,1
USR-04733,47.09109,C,False,43000,825,30,Empresario,10.0,3,4
USR-04736,12.663183333333334,C,True,14500,487,25,Empleado,9.0,11,5
USR-04737,6.1775,C,False,10000,633,35,Independiente,7.0,129,0
USR-04739,17.119545454545456,C,True,30500,705,49,Empleado,9.0,1,4
USR-04741,21.2449625,C,True,39000,483,31,Empleado,10.0,19,1
USR-04742,4.60565,C,False,26000,404,43,Jubilado,,71,1
USR-04744,45.287620000000004,C,False,25000,839,30,Independiente,9.0,4,2
USR-04746,184.8773,B,False,46000,545,50,Independiente,10.0,1,3
USR-04747,159.79118181818183,B,False,52000,621,30,Empresario,7.0,9,4
USR-04748,15.714485714285715,C,False,24500,359,47,Independiente,6.0,19,1
USR-04753,132.7614111111111,B,False,72000,795,40,Empresario,10.0,5,3
USR-04755,15.865800000000002,C,False,10500,482,22,Independiente,6.0,76,2
USR-04757,7.3520375,C,False,20000,443,50,Empleado,6.0,16,1
USR-04758,20.599936363636363,C,True,32000,629,26,Empleado,10.0,7,3
USR-04760,9.454933333333335,C,False,19000,433,34,Independiente,4.0,2,1
USR-04761,4.331133333333333,C,False,9500,468,24,Empresario,4.0,155,1
USR-04762,15.5294125,C,False,11500,566,26,Independiente,3.0,15,0
USR-04764,3.8296,C,False,32500,559,35,Independiente,6.0,177,2
USR-04765,15.388122222222222,C,False,7500,313,44,Independiente,4.0,15,3
USR-04766,15.7624,C,True,23500,745,46,Empleado,8.0,15,2
USR-04767,7.695842857142858,C,True,37500,567,26,Empleado,10.0,18,3
USR-04768,12.327444444444446,C,False,21500,592,48,Empleado,5.0,3,2
USR-04770,25.989366666666665,C,False,79000,679,52,Independiente,10.0,15,3
USR-04772,12.343733333333335,C,False,24500,442,33,Empleado,3.0,14,1
USR-04774,13.118733333333333,C,False,19500,553,44,Independiente,3.0,19,1
USR-04779,4.8035749999999995,C,False,24500,630,42,Independiente,6.0,163,1
USR-04780,23.04885,C,True,24500,396,36,Empleado,4.0,8,1
USR-04784,8.924533333333335,C,False,19500,415,47,Desempleado,4.0,31,1
USR-04785,3.14335,C,True,9000,465,43,Empleado,4.0,66,0
USR-04787,15.321137499999999,C,True,22000,464,25,Empleado,6.0,11,1
USR-04788,14.625271428571429,C,False,19000,456,33,Empleado,3.0,9,2
USR-04789,122.09749000000002,B,False,53000,637,37,Independiente,8.0,11,1
USR-04790,10.652922222222223,C,True,21000,467,42,Empleado,7.0,9,2
USR-04791,0.0,C,False,8000,399,54,Independiente,7.0,105,0
USR-04793,7.625533333333334,C,False,9500,491,24,Empleado,3.0,7,1
USR-04796,20.204885714285716,C,False,24000,489,35,Empleado,4.0,11,1
USR-04797,13.616742857142858,C,False,9000,300,25,Empleado,5.0,12,1
USR-04798,12.941157142857142,C,True,19500,480,28,Empleado,3.0,2,2
USR-04800,4.9313,C,False,19000,620,28,Desempleado,7.0,179,0
USR-04802,7.4045,C,False,20000,394,43,Desempleado,5.0,122,1
USR-04803,6.1116,C,True,30500,547,59,Empleado,4.0,128,0
USR-04805,10.644475,C,False,16000,411,25,Independiente,5.0,1,2
USR-04806,6.160066666666666,C,False,23500,637,39,Desempleado,6.0,102,0
USR-04807,11.257218181818182,C,False,14500,767,23,Estudiante,7.0,3,2
USR-04809,18.2042125,C,True,9000,533,26,Empleado,5.0,9,1
USR-04811,23.381258333333335,C,True,13000,633,43,Empleado,9.0,4,2
USR-04813,13.389866666666668,C,True,17500,593,34,Empleado,3.0,0,1
USR-04814,17.17,C,True,9500,647,33,Empleado,,16,2
USR-04815,194.94396363636363,B,False,49000,744,31,Empresario,8.0,0,4
USR-04816,19.81954,C,True,37000,599,44,Empleado,9.0,19,3
USR-04817,20.94624285714286,C,False,16000,381,32,Independiente,5.0,1,1
USR-04818,21.990383333333337,C,True,15000,495,40,Empleado,8.0,14,2
USR-04822,11.978390000000001,C,False,13500,587,43,Empleado,4.0,4,2
USR-04824,15.650814285714286,C,True,13500,332,49,Empleado,5.0,0,3
USR-04825,30.96408888888889,C,True,16500,707,34,Empleado,10.0,19,0
USR-04827,14.716266666666668,C,False,19500,448,41,Empresario,6.0,13,3
USR-04828,10.218433333333333,C,True,34500,559,43,Empleado,9.0,17,3
USR-04829,8.933250000000001,C,False,18500,423,29,Empleado,5.0,106,0
USR-04830,11.898240000000001,C,True,18500,693,28,Empleado,10.0,3,3
USR-04831,33.66952727272728,C,False,70000,823,46,Independiente,7.0,7,2
USR-04832,38.963025,C,True,32000,744,53,Empleado,7.0,11,3
USR-04835,0.0,C,False,24000,388,37,Estudiante,5.0,54,0
USR-04837,13.12158,C,False,17500,657,35,Empresario,6.0,69,0
USR-04840,14.67305,C,False,7000,448,26,Independiente,5.0,1,3
USR-04845,18.252540000000003,C,False,23500,578,44,Empleado,4.0,16,1
USR-04847,16.013460000000002,C,False,8500,390,34,Empleado,7.0,17,2
USR-04849,10.276554545454546,C,False,19500,785,27,Empleado,7.0,3,3
USR-04850,5.9078,C,False,27000,384,29,Jubilado,4.0,72,1
USR-04852,56.3895,C,False,55000,762,35,Empleado,8.0,5,2
USR-04853,6.265033333333332,C,True,34000,541,43,Empleado,5.0,94,1
USR-04855,14.964733333333335,C,False,14500,371,33,Independiente,,1,2
USR-04856,16.365444444444442,C,True,33500,584,38,Empleado,8.0,4,2
USR-04862,34.370733333333334,C,True,28000,628,41,Empleado,10.0,19,4
USR-04863,16.72691,C,False,16500,336,30,Empleado,6.0,10,1
USR-04864,106.06016666666666,B,False,64000,785,31,Empresario,8.0,2,4
USR-04865,22.183827272727275,C,True,20500,703,46,Empleado,,19,2
USR-04867,15.216111111111111,C,True,30000,575,37,Empleado,9.0,9,3
USR-04868,11.187425,C,True,10500,519,28,Empleado,7.0,11,2
USR-04869,46.07049090909091,C,False,26500,713,35,Empresario,9.0,4,2
USR-04870,22.522066666666667,C,True,14000,363,40,Empleado,7.0,8,1
USR-04872,17.0458,C,False,19000,407,43,Independiente,3.0,16,1
USR-04874,3.45825,C,False,7000,595,51,Estudiante,6.0,118,1
USR-04875,227.05406363636365,B,False,40000,599,46,Independiente,10.0,10,4
USR-04876,3.9591666666666665,C,False,6500,690,28,Empresario,6.0,64,0
USR-04877,10.972900000000001,C,False,18000,471,24,Empresario,5.0,18,2
USR-04880,19.588957142857144,C,True,13500,770,30,Empleado,7.0,17,1
USR-04885,3.3678,C,False,23500,692,30,Jubilado,6.0,82,1
USR-04886,2.7372,C,True,17500,605,32,Empleado,4.0,87,1
USR-04887,17.852957142857143,C,True,34000,629,29,Empleado,9.0,10,3
USR-04888,203.77834000000001,B,False,44000,539,50,Empresario,10.0,5,3
USR-04889,196.89723750000002,B,False,85000,744,35,Empresario,9.0,7,3
